Keuwl Accelerometer Data File
2023-11-02 20:13:15

Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
1.0050046,-0.256180,9.684546,2.147599,9.923116,77.500923,91.515259
1.0100095,-0.268151,9.670180,2.140416,9.907860,77.523911,91.588387
1.0150145,-0.265756,9.655815,2.118869,9.889135,77.627747,91.576553
1.0200194,-0.294487,9.651027,2.123657,9.886302,77.595734,91.747757
1.0250243,-0.313640,9.622296,2.142811,9.862991,77.451988,91.866905
1.0300292,-0.351948,9.636662,2.157176,9.881423,77.390434,92.091614
1.0350034,-0.402226,9.607931,2.173935,9.859012,77.261459,92.397224
1.0400083,-0.454898,9.552865,2.188300,9.810852,77.111824,92.726311
1.0450133,-0.505177,9.540894,2.219425,9.808655,76.922310,93.030899
1.0500182,-0.577003,9.545682,2.236184,9.821074,76.838745,93.459114
1.0550231,-0.646434,9.543288,2.293645,9.836312,76.515556,93.875130
1.0600280,-0.658405,9.548077,2.310405,9.845671,76.428299,93.944695
1.0650022,-0.672771,9.598354,2.372654,9.910122,76.147850,94.009438
1.0700071,-0.648829,9.574412,2.403779,9.892851,75.937431,93.876831
1.0750121,-0.588974,9.560047,2.442086,9.884593,75.696404,93.525414
1.0800170,-0.531513,9.567230,2.463634,9.893629,75.580940,93.179832
1.0850217,-0.476446,9.574412,2.475605,9.900757,75.520004,92.848831
1.0900267,-0.404620,9.564836,2.489970,9.891903,75.420799,92.422333
1.0950010,-0.375890,9.560047,2.475605,9.882531,75.492714,92.251640
1.1000059,-0.339977,9.574412,2.501941,9.901751,75.364044,92.033653
1.1050107,-0.323217,9.569624,2.506729,9.897771,75.329376,91.934448
1.1100157,-0.342371,9.583989,2.492364,9.908680,75.431732,92.045921
1.1150206,-0.375890,9.595961,2.487576,9.920272,75.477699,92.243225
1.1200255,-0.416591,9.615114,2.466028,9.935052,75.628098,92.480888
1.1249998,-0.447716,9.617508,2.451663,9.935167,75.713768,92.665321
1.1300048,-0.481235,9.636662,2.446874,9.954096,75.769951,92.858856
1.1350096,-0.490811,9.670180,2.427721,9.982340,75.924423,92.905563
1.1400145,-0.459687,9.660604,2.406173,9.966355,76.029068,92.724289
1.1450195,-0.409408,9.689334,2.384625,9.986854,76.185669,92.419510
1.1500243,-0.366313,9.674969,2.379837,9.970097,76.190323,92.168289
1.1550292,-0.359130,9.651027,2.339135,9.936943,76.384926,92.131088
1.1600034,-0.306458,9.634268,2.341529,9.919465,76.346237,91.821915
1.1650083,-0.268151,9.610326,2.300828,9.885549,76.541168,91.598274
1.1700133,-0.260968,9.610326,2.276886,9.879811,76.675934,91.555481
1.1750182,-0.270545,9.586384,2.255338,9.851828,76.766159,91.616562
1.1800230,-0.282516,9.572019,2.255338,9.838186,76.747475,91.690582
1.1850280,-0.306458,9.605537,2.226608,9.864991,76.955482,91.827362
1.1900021,-0.361524,9.567230,2.219425,9.827942,76.948425,92.164047
1.1950071,-0.385466,9.574412,2.205060,9.832611,77.040642,92.305489
1.2000120,-0.399832,9.574412,2.185906,9.828907,77.150223,92.391304
1.2050170,-0.435745,9.586384,2.193089,9.843692,77.126968,92.602562
1.2100219,-0.502782,9.598354,2.161964,9.851664,77.323174,92.998535
1.2150267,-0.524330,9.603143,2.173935,9.860085,77.262871,93.125237
1.2200010,-0.519542,9.627085,2.145205,9.876871,77.455681,93.089066
1.2250059,-0.536301,9.629479,2.145205,9.880101,77.459846,93.187721
1.2300109,-0.533907,9.631873,2.152387,9.883866,77.422043,93.172729
1.2350157,-0.526724,9.629479,2.133234,9.876993,77.526970,93.130913
1.2400205,-0.483629,9.634268,2.126051,9.877910,77.570808,92.873764
1.2450255,-0.476446,9.605537,2.135628,9.851612,77.480049,92.839615
1.2499998,-0.435745,9.617508,2.138022,9.861920,77.479103,92.594154
1.2550046,-0.440533,9.598354,2.123657,9.840345,77.536873,92.627846
1.2600095,-0.428562,9.543288,2.106898,9.782486,77.562500,92.571266
1.2650145,-0.450110,9.552865,2.118869,9.795378,77.507423,92.697655
1.2700194,-0.483629,9.548077,2.106898,9.789723,77.571846,92.899666
1.2750242,-0.509965,9.557653,2.171541,9.814499,77.217041,93.054214
1.2800292,-0.521936,9.576807,2.195483,9.839095,77.106552,93.119537
1.2850035,-0.565032,9.579201,2.212242,9.847556,77.017769,93.375694
1.2900084,-0.560243,9.583989,2.226608,9.855176,76.942261,93.345482
1.2950132,-0.517148,9.579201,2.245761,9.852510,76.824295,93.090202
1.3000182,-0.481235,9.591172,2.257732,9.865066,76.769958,92.872391
1.3050231,-0.426168,9.591172,2.262521,9.863630,76.739418,92.544167
1.3100280,-0.397437,9.610326,2.260126,9.880510,76.776749,92.368134
1.3150022,-0.347159,9.629479,2.248155,9.894524,76.867012,92.064720
1.3200071,-0.320823,9.617508,2.250550,9.882528,76.836525,91.910576
1.3250121,-0.277727,9.667787,2.260126,9.932341,76.846992,91.645485
1.3300169,-0.280122,9.658210,2.257732,9.922542,76.847969,91.661308
1.3350217,-0.284910,9.639056,2.240973,9.900229,76.917389,91.693047
1.3400267,-0.284910,9.641450,2.224213,9.898781,77.015015,91.692627
1.3450012,-0.294487,9.643845,2.207454,9.897642,77.113037,91.749054
1.3500059,-0.330400,9.655815,2.207454,9.910438,77.129967,91.959763
1.3550107,-0.342371,9.667787,2.197877,9.920382,77.199814,92.028198
1.3600157,-0.407014,9.686940,2.193089,9.940428,77.254364,92.405968
1.3650206,-0.442927,9.689334,2.166753,9.938520,77.407494,92.617332
1.3700255,-0.440533,9.689334,2.145205,9.933739,77.528648,92.603203
1.3749998,-0.430956,9.696517,2.102109,9.931114,77.779823,92.544807
1.3800046,-0.423774,9.679757,2.092532,9.912416,77.813049,92.506775
1.3850096,-0.407014,9.639056,2.056619,9.864418,77.966202,92.417908
1.3900145,-0.402226,9.627085,2.035071,9.848049,78.074059,92.392464
1.3950195,-0.402226,9.619903,2.015918,9.837085,78.174576,92.394249
1.4000243,-0.421380,9.605537,2.027889,9.826303,78.090088,92.511864
1.4050292,-0.409408,9.605537,2.042254,9.828773,78.007523,92.440590
1.4100034,-0.433351,9.641450,2.063802,9.869378,77.929703,92.573517
1.4150083,-0.395043,9.619903,2.087744,9.851765,77.765358,92.351540
1.4200133,-0.430956,9.622296,2.111686,9.860706,77.634239,92.564407
1.4250182,-0.423774,9.619903,2.142811,9.864773,77.454292,92.522346
1.4300230,-0.392649,9.655815,2.164358,9.903201,77.376038,92.328621
1.4350280,-0.375890,9.636662,2.224213,9.897155,77.012848,92.233757
1.4400021,-0.378284,9.622296,2.226608,9.883798,76.980743,92.251328
1.4450071,-0.363919,9.629479,2.238579,9.892954,76.921837,92.164299
1.4500120,-0.356736,9.629479,2.214637,9.887302,77.056625,92.121620
1.4550170,-0.332794,9.612720,2.200271,9.866930,77.115021,91.982796
1.4600219,-0.325611,9.600749,2.178724,9.850241,77.221367,91.942451
1.4650267,-0.318429,9.605537,2.161964,9.850982,77.322281,91.898689
1.4700012,-0.320823,9.634268,2.130840,9.872311,77.535187,91.907257
1.4750059,-0.354342,9.653421,2.092532,9.883966,77.777428,92.102173
1.4800109,-0.337582,9.660604,2.030283,9.877412,78.138412,92.001343
1.4850157,-0.363919,9.662998,1.980005,9.870481,78.428032,92.156799
1.4900205,-0.349553,9.674969,1.934515,9.872667,78.699974,92.069176
1.4950255,-0.373495,9.691729,1.900996,9.883465,78.910561,92.206947
1.4999996,-0.368707,9.694122,1.884237,9.882423,79.008377,92.178139
1.5050046,-0.366313,9.674969,1.869871,9.860812,79.069008,92.168289
1.5100095,-0.328006,9.655815,1.865083,9.839761,79.073738,91.945572
1.5150145,-0.306458,9.639056,1.869871,9.823530,79.027016,91.821014
1.5200193,-0.339977,9.612720,1.867477,9.798338,79.012711,92.025558
1.5250242,-0.325611,9.610326,1.860295,9.794135,79.050735,91.940521
1.5300292,-0.361524,9.607931,1.841141,9.789425,79.159569,92.154892
1.5350034,-0.380678,9.619903,1.845930,9.802800,79.146042,92.266121
1.5400084,-0.399832,9.651027,1.877054,9.839995,79.002998,92.372345
1.5450132,-0.421380,9.631873,1.896208,9.825789,78.873093,92.505005
1.5500182,-0.450110,9.658210,1.915361,9.856583,78.794815,92.668274
1.5550231,-0.426168,9.684546,1.934515,9.885058,78.714325,92.519669
1.5600280,-0.433351,9.682152,1.970428,9.890119,78.507950,92.562714
1.5650022,-0.438139,9.665392,2.011129,9.882126,78.257607,92.595482
1.5700071,-0.423774,9.662998,2.054225,9.888021,78.009537,92.511116
1.5750121,-0.395043,9.660604,2.078167,9.889495,77.869514,92.341644
1.5800169,-0.390255,9.643845,2.078167,9.872933,77.848854,92.317307
1.5850217,-0.390255,9.634268,2.121263,9.872748,77.592659,92.319611
1.5900267,-0.404620,9.612720,2.149993,9.858527,77.403442,92.410278
1.5950012,-0.402226,9.629479,2.181118,9.881596,77.248367,92.391869
1.6000059,-0.385466,9.615114,2.205060,9.872249,77.093575,92.295738
1.6050107,-0.373495,9.624691,2.226608,9.885947,76.983620,92.222305
1.6100157,-0.359130,9.639056,2.264915,9.908089,76.785782,92.133728
1.6150206,-0.342371,9.648633,2.298434,9.924521,76.609222,92.032227
1.6200255,-0.328006,9.660604,2.300828,9.936230,76.611099,91.944611
1.6250000,-0.325611,9.662998,2.346318,9.949109,76.359329,91.929947
1.6300046,-0.320823,9.651027,2.360683,9.940728,76.262390,91.903946
1.6350096,-0.311246,9.694122,2.363077,9.982836,76.307320,91.838943
1.6400145,-0.318429,9.672575,2.377442,9.965557,76.198082,91.885544
1.6450193,-0.328006,9.660604,2.363077,9.950829,76.262413,91.944611
1.6500243,-0.335188,9.670180,2.365471,9.960934,76.262451,91.985191
1.6550292,-0.378284,9.643845,2.343924,9.931808,76.349327,92.246300
1.6600034,-0.395043,9.634268,2.324770,9.918655,76.444710,92.348038
1.6650083,-0.442927,9.603143,2.308010,9.886529,76.499725,92.640793
1.6700133,-0.469264,9.595961,2.296039,9.877978,76.559219,92.799660
1.6750182,-0.519542,9.603143,2.276886,9.883040,76.680374,93.096756
1.6800230,-0.526724,9.600749,2.248155,9.874514,76.839920,93.140259
1.6850280,-0.536301,9.615114,2.257732,9.891178,76.805519,93.192474
1.6900021,-0.562637,9.605537,2.233790,9.877891,76.930054,93.352226
1.6950071,-0.555455,9.624691,2.224213,9.893954,77.008568,93.302956
1.7000120,-0.533907,9.636662,2.205060,9.900130,77.130547,93.171158
1.7050170,-0.529119,9.646238,2.181118,9.903896,77.277557,93.139664
1.7100219,-0.490811,9.648633,2.147599,9.896929,77.467316,92.912041
1.7150267,-0.464475,9.658210,2.145205,9.904476,77.491211,92.753304
1.7200012,-0.418985,9.655815,2.133234,9.897525,77.553253,92.484619
1.7250059,-0.383072,9.634268,2.118869,9.871953,77.605873,92.276962
1.7300109,-0.361524,9.615114,2.123657,9.853478,77.553757,92.153282
1.7350157,-0.335188,9.619903,2.116474,9.855676,77.599327,91.995560
1.7400206,-0.356736,9.634268,2.104503,9.867892,77.686081,92.120567
1.7450255,-0.354342,9.643845,2.082955,9.872588,77.819992,92.104263
1.7500000,-0.359130,9.660604,2.049437,9.882127,78.030663,92.128975
1.7550046,-0.368707,9.662998,2.018312,9.878414,78.210571,92.185150
1.7600095,-0.385466,9.696517,2.001553,9.908442,78.345787,92.276482
1.7650145,-0.366313,9.696517,2.001553,9.907716,78.344917,92.163475
1.7700193,-0.351948,9.722853,1.996764,9.932009,78.402023,92.073090
1.7750242,-0.342371,9.694122,1.970428,9.898273,78.517548,92.022697
1.7800292,-0.339977,9.689334,1.970428,9.893501,78.511932,92.009552
1.7850034,-0.328006,9.684546,1.953669,9.885081,78.601128,91.939812
1.7900084,-0.349553,9.679757,1.934515,9.877359,78.705414,92.068153
1.7950133,-0.354342,9.684546,1.912967,9.878027,78.833611,92.095428
1.8000181,-0.380678,9.670180,1.872266,9.857113,79.050682,92.254349
1.8050231,-0.411803,9.660604,1.869871,9.848516,79.055191,92.440872
1.8100280,-0.438139,9.646238,1.891419,9.839682,78.917419,92.600624
1.8150024,-0.471658,9.672575,1.886631,9.866131,78.975838,92.791664
1.8200071,-0.488417,9.660604,1.898602,9.857510,78.895172,92.894272
1.8250121,-0.514753,9.696517,1.910573,9.896348,78.868675,93.038773
1.8300170,-0.500388,9.677363,1.960851,9.886692,78.560539,92.959961
1.8350217,-0.495600,9.689334,2.008735,9.907766,78.302559,92.928070
1.8400267,-0.471658,9.677363,2.042254,9.901748,78.097206,92.790291
1.8450009,-0.464475,9.686940,2.066196,9.915730,77.972824,92.745148
1.8500059,-0.430956,9.665392,2.087744,9.897686,77.822990,92.552986
1.8550107,-0.397437,9.655815,2.087744,9.886930,77.809540,92.356987
1.8600157,-0.368707,9.660604,2.092532,9.891506,77.786896,92.185692
1.8650206,-0.347159,9.658210,2.070984,9.883851,77.905067,92.058578
