Keuwl Accelerometer Data File
2023-10-10 15:24:46

Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
1.8508139,-2.597709,1.824382,11.410766,11.844071,15.545955,144.919479
1.8558189,-2.564190,2.078167,11.386824,11.855531,16.164753,140.976700
1.8608238,-2.229002,2.178724,11.394006,11.812648,15.299471,135.653534
1.8658285,-1.910573,2.140416,10.287885,10.680461,15.582750,131.752655
1.8708335,-2.820370,1.367089,6.366182,7.095893,26.212191,154.139618
1.8758080,-4.781221,0.696713,6.727707,8.282966,35.685219,171.709290
1.8808126,-7.026982,0.136469,7.134721,10.015056,44.569515,178.887405
1.8858175,-8.688558,-0.055067,7.237672,11.308313,50.205868,180.363129
1.8908225,-9.485827,0.222661,7.072472,11.834288,53.299980,178.655350
1.8958274,-9.507375,0.792481,6.493075,11.540287,55.761147,175.235168
1.9008323,-8.980651,1.173159,5.935226,10.828448,56.762268,172.557495
1.9058372,-8.135497,1.505953,5.810728,10.110330,54.919151,169.512756
1.9108113,-7.089231,1.831564,6.054936,9.501267,50.410957,165.513901
1.9158163,-5.698200,2.154782,6.495469,8.905262,43.164154,159.285828
1.9208212,-4.601655,2.559402,6.825869,8.620804,37.646866,150.917557
1.9258261,-3.344700,3.172317,6.830657,8.240661,34.014420,136.515182
1.9308311,-1.508347,3.873818,7.005434,8.146023,30.685423,111.274429
1.9358360,0.390255,4.156334,7.876924,8.914782,27.922710,84.635994
1.9408104,0.888249,3.150769,8.051701,8.691732,22.125185,74.256065
1.9458153,0.974440,1.338359,6.648698,6.851710,13.982244,53.942165
1.9508201,-0.335188,0.409408,6.133945,6.156724,4.930183,129.307648
1.9558250,-0.153229,-0.435745,6.062119,6.079690,4.357255,250.625854
1.9608297,0.387861,-0.895431,5.846641,5.927515,9.475502,293.420105
1.9658347,0.667982,-0.387861,3.450045,3.535455,12.619699,329.858612
1.9708089,1.379060,-0.260968,3.378219,3.658179,22.561224,349.284271
1.9758139,1.896208,-0.081403,3.665523,4.127746,27.374464,357.541840
1.9808187,1.908179,0.158017,3.914520,4.357704,26.064663,4.733893
1.9858236,1.307234,0.282516,3.854665,4.080088,19.134735,12.195049
1.9908285,0.359130,0.268151,3.466804,3.495656,7.366443,36.747471
1.9958334,-0.677559,0.110133,2.908955,2.988852,13.277672,170.767654
2.0008078,-1.781286,-0.227449,2.221819,2.856780,38.946304,187.276611
2.0058126,-2.439692,-0.567426,1.788469,3.077773,54.472630,193.093140
2.0108175,-2.820370,-0.976834,1.453280,3.319746,64.038406,199.103516
2.0158226,-2.904167,-1.374272,1.072602,3.387223,71.538872,205.323837
2.0208273,-2.765303,-1.695095,0.600945,3.298694,79.503433,211.507751
2.0258322,-2.628834,-1.944092,0.110133,3.271451,88.070778,216.483902
2.0308373,-2.643199,-2.135628,-0.079009,3.399066,91.331917,218.937210
2.0358114,-2.772485,-2.286463,0.028730,3.593802,89.541946,219.512329
2.0408163,-2.980781,-2.523489,0.308852,3.917708,85.478401,220.250793
2.0458212,-2.937685,-2.964022,0.814029,4.251831,78.962372,225.255676
2.0508261,-2.501941,-3.394978,1.467646,4.465374,70.811783,233.611511
2.0558310,-1.750161,-3.940856,2.233790,4.856256,62.614059,246.053665
2.0608358,-0.986411,-4.383783,2.851494,5.321803,57.600895,257.318878
2.0658104,-0.368707,-4.546589,3.411737,5.696259,53.205730,265.363739
2.0708153,-0.332794,-4.388572,3.778050,5.800343,49.356579,265.663452
2.0758200,-0.553061,-4.055778,4.125209,5.811416,44.777630,262.234833
2.0808249,-0.993594,-3.677494,4.520253,5.911335,40.121868,254.880692
2.0858297,-1.807622,-3.368642,5.097255,6.371598,36.870243,241.781876
2.0908349,-2.485181,-3.098097,5.674258,6.926148,34.990055,231.264679
2.0958090,-3.023877,-2.875436,6.241684,7.508035,33.763988,223.558609
2.1008139,-3.409343,-2.580950,6.665458,7.919170,32.681366,217.126541
2.1058187,-3.840300,-2.224213,7.003040,8.290813,32.362907,210.078430
2.1108236,-4.508282,-1.750161,7.417237,8.854550,33.104568,201.216721
2.1158285,-5.025429,-1.345541,7.685388,9.280658,34.095119,194.989166
2.1208334,-5.439626,-0.809240,7.812280,9.553854,35.143810,188.461700
2.1258080,-5.741296,-0.318429,7.872135,9.748559,36.145878,183.174530
2.1308126,-6.074090,0.098162,8.073248,10.103540,36.960388,179.074127
2.1358175,-6.308722,0.241814,8.643068,10.703321,36.146366,177.804916
2.1408224,-6.442797,0.356736,9.600749,11.567682,33.905052,176.830780
2.1458273,-6.548141,0.442927,10.675745,12.531795,31.581861,176.130310
2.1508324,-6.603208,0.457293,11.870452,13.591141,29.144260,176.038422
2.1558371,-6.540959,0.253785,12.756307,14.337779,27.164562,177.778076
2.1608114,-6.217742,-0.119710,13.503298,14.866529,24.728262,181.102982
2.1658163,-5.839458,-0.411803,14.030022,15.202314,22.648109,184.033859
2.1708214,-5.480328,-0.459687,14.480132,15.489336,20.796839,184.794708
2.1758261,-5.329493,-0.023942,14.839262,15.767301,19.755844,180.257385
2.1808310,-5.415684,0.548272,15.131354,16.080675,19.785728,174.219193
2.1858361,-5.468357,1.139640,15.351622,16.336279,19.994448,168.227707
2.1908102,-5.437232,1.616086,15.507244,16.512112,20.091772,163.446686
2.1958153,-5.408502,2.006341,15.708358,16.734091,20.164961,159.647125
2.2008200,-5.389348,2.214637,15.866375,16.902412,20.164843,157.660843
2.2058249,-5.590461,2.262521,16.129736,17.220356,20.500883,157.966278
2.2108297,-6.145916,2.229002,16.496050,17.744307,21.619194,160.065292
2.2158349,-6.979098,2.319981,17.017986,18.539200,23.372360,161.612244
2.2208090,-7.481880,2.528277,17.532740,19.229345,24.248892,161.328857
2.2258139,-7.697359,2.801216,17.980455,19.758364,24.492239,160.002594
2.2308187,-7.532158,2.856283,18.361134,20.050510,23.688400,159.232681
2.2358239,-6.943185,2.497152,18.811243,20.206594,21.417276,160.218613
2.2408285,-5.918467,1.683124,19.287689,20.245398,17.693680,164.125031
2.2458334,-4.996699,0.916979,19.457678,20.109924,14.632518,169.600967
2.2508080,-4.065354,0.124498,19.457678,19.878225,11.806605,178.245911
2.2558126,-3.239355,-0.624887,19.268536,19.548922,9.715716,190.918503
2.2608175,-2.561796,-1.249773,18.837580,19.052011,8.604392,206.005463
2.2658224,-2.492364,-1.340753,18.322826,18.540104,8.780401,208.277771
2.2708275,-2.724602,-1.130063,17.750612,17.994019,9.434756,202.526855
2.2758322,-3.138798,-0.735020,17.384298,17.680672,10.505488,193.179611
2.2808371,-3.907337,-0.237026,17.190369,17.630436,12.828414,183.471405
2.2858114,-4.647145,0.155623,17.022774,17.646387,15.277583,178.082001
2.2908163,-5.391742,0.550666,16.761806,17.616251,17.918190,174.168518
2.2958212,-6.023811,0.859518,16.570271,17.652164,20.163900,171.879456
2.3008261,-6.435614,0.972046,16.373945,17.620104,21.677710,171.410873
2.3058312,-6.540959,0.842759,16.132132,17.428139,22.235384,172.658264
2.3108358,-6.311116,0.615310,16.000450,17.211136,21.618610,174.431473
2.3158104,-5.882554,0.311246,15.859192,16.917898,20.377153,176.971298
2.3208153,-5.475539,0.117316,15.629349,16.561153,19.311337,178.772598
2.3258202,-5.128380,-0.035913,15.176845,16.019930,18.670946,180.401230
2.3308249,-5.027823,-0.141258,14.757859,15.591452,18.820251,181.609314
2.3358297,-4.944026,-0.272939,14.310143,15.142592,19.086500,183.159851
2.3408349,-4.879383,-0.404620,13.826515,14.667809,19.499641,184.740372
2.3458087,-4.786009,-0.433351,13.273455,14.116595,19.902529,185.173752
2.3508139,-4.630386,-0.332794,12.923901,13.732387,19.758541,184.110886
2.3558187,-4.371812,-0.138864,12.732365,13.462731,18.959410,181.819305
2.3608236,-4.101267,0.107739,12.727576,13.372479,17.866524,178.495209
2.3658285,-3.904943,0.296881,12.883200,13.465272,16.908129,175.652344
2.3708334,-3.653552,0.344765,13.280637,13.778338,15.446842,174.609283
2.3758080,-3.397372,0.258574,13.539210,13.961347,14.125397,175.647614
2.3808126,-3.189077,0.162806,13.785813,14.150807,13.041502,177.077530
2.3858175,-2.901772,-0.002394,14.018051,14.315238,11.695192,180.047272
2.3908226,-2.470816,-0.414197,14.202404,14.421678,10.004019,189.516327
2.3958273,-2.039860,-0.744597,14.192827,14.357987,8.698836,200.053268
2.4008322,-1.608904,-0.945710,14.159308,14.281770,7.508566,210.446915
2.4058373,-1.242591,-0.998382,14.111424,14.201165,6.444638,218.780777
2.4108114,-0.972046,-1.029507,13.996503,14.067937,5.776416,226.644409
2.4158163,-0.854730,-1.089362,13.967772,14.036237,5.661366,231.881729
2.4208212,-0.972046,-1.134852,14.190434,14.268888,6.011087,229.418625
2.4258263,-1.369483,-1.072602,14.444219,14.548588,6.867099,218.068649
2.4308310,-1.975216,-1.055843,14.518439,14.690179,8.769678,208.126526
2.4358358,-2.647987,-1.307234,14.420277,14.719547,11.573400,206.274216
2.4408104,-2.947262,-1.726219,14.240712,14.644591,13.487387,210.357620
2.4458153,-3.148375,-2.233790,14.006080,14.528330,15.409152,215.355911
2.4508200,-3.260903,-2.557007,13.699622,14.312632,16.829609,218.101440
2.4558249,-3.354277,-2.688689,13.247118,13.927180,17.978920,218.714630
2.4608300,-3.430891,-2.667141,12.782643,13.501134,18.776217,217.861145
2.4658346,-3.512294,-2.533065,12.301409,13.041368,19.393463,215.799133
2.4708090,-3.533842,-2.348712,11.956643,12.687230,19.538746,213.609375
2.4758139,-3.562572,-2.039860,11.683704,12.383937,19.359638,209.794617
2.4808190,-3.562572,-1.872266,11.434708,12.122287,19.390150,207.723618
2.4858236,-3.462016,-1.747767,11.133038,11.789181,19.205704,206.786514
2.4908285,-3.347094,-1.699883,10.807426,11.440853,19.154947,206.924576
2.4958336,-3.251326,-1.671153,10.520123,11.137183,19.161949,207.202759
2.5008078,-3.299210,-1.517924,10.299856,10.921351,19.422260,204.706543
2.5058129,-3.402161,-1.359907,10.163386,10.803632,19.824141,201.787506
2.5108175,-3.500323,-1.290475,10.072407,10.741088,20.323673,200.237579
2.5158224,-3.454833,-1.261744,10.019734,10.673470,20.157084,200.062775
2.5208273,-2.997540,-1.197101,10.168175,10.668180,17.611277,201.769836
2.5258324,-2.489970,-1.048660,10.424355,10.768788,14.530196,202.838577
2.5308371,-2.006341,-0.900220,10.682928,10.906913,11.631659,204.165176
2.5358112,-1.594538,-0.893037,10.970232,11.121424,9.458331,209.251450
2.5408163,-1.161188,-1.118092,11.267113,11.381842,8.142035,223.916809
2.5458212,-0.964863,-1.386243,11.374852,11.499560,8.445735,235.161011
2.5508261,-0.823605,-1.608904,11.350910,11.493914,9.047503,242.891876
2.5558310,-0.742203,-1.721431,11.238382,11.393658,9.470045,246.676498
2.5608361,-0.675165,-1.865083,11.058818,11.235294,10.168543,250.099609
2.5658104,-0.555455,-2.094927,10.783484,10.999126,11.364166,255.150131
2.5708153,-0.610521,-2.231396,10.599131,10.848660,12.312509,254.698074
2.5758200,-0.895431,-2.291251,10.362105,10.650110,13.355010,248.654205
2.5808251,-1.163582,-2.250550,10.055647,10.369905,14.141537,242.660080
2.5858297,-0.620098,-1.865083,9.739613,9.935950,11.409123,251.609192
2.5908346,0.854730,-2.166753,6.940791,7.321199,18.551117,291.528015
2.5958090,0.701501,-2.035071,9.421184,9.663970,12.870199,289.019379
2.6008139,-0.241814,-1.091756,10.568007,10.627002,6.040074,257.511108
2.6058187,-0.938527,-0.153229,10.292673,10.336510,5.278637,189.272598
2.6108236,-1.333570,0.407014,9.694122,9.793880,8.184676,163.027466
2.6158285,-1.589750,0.706290,9.244013,9.406270,10.657540,156.045517
2.6208334,-1.745373,0.792481,9.742006,9.928799,11.131459,155.579742
2.6258078,-1.733402,0.758962,10.146626,10.321567,10.563916,156.354019
2.6308129,-1.364695,0.691924,10.249578,10.363155,8.490540,153.114197
2.6358178,-1.058237,0.557849,9.964667,10.036217,6.845644,152.204071
2.6408224,-0.876278,0.332794,9.579201,9.624952,5.588722,159.204147
2.6458273,-0.421380,0.107739,8.614338,8.625311,2.890424,165.657776
2.6508324,0.758962,-0.098162,6.258443,6.305059,6.971532,352.630402
2.6558371,4.163517,1.323994,49.849674,50.040764,5.008794,17.640606
2.6608117,2.877831,0.210690,6.528988,7.138206,23.843369,4.187229
2.6658163,0.062249,-0.986411,12.966996,13.004610,4.358827,273.610962
2.6708212,0.620098,-1.187524,8.944737,9.044505,8.518044,297.572540
2.6758261,0.610521,-1.443704,8.683769,8.824107,10.232162,292.922791
2.6808312,0.402226,-1.821988,8.870518,9.064630,11.878643,282.449066
2.6858358,-0.248997,-2.236184,11.283873,11.506012,11.276882,263.646332
2.6908102,-0.232238,-2.355895,8.250419,8.583331,16.009897,264.370117
2.6958151,-0.952892,-2.226608,9.169792,9.484243,14.795184,246.831161
2.7008200,-1.359907,-2.135628,8.899248,9.252398,15.881137,237.512192
2.7058249,-1.807622,-1.771709,9.076419,9.422729,15.581937,224.425140
2.7108297,-1.853112,-1.419762,9.402030,9.687513,13.944215,217.457520
2.7158349,-1.486799,-0.869095,9.900024,10.048700,9.868247,210.308044
2.7208090,-1.189918,-0.426168,10.299856,10.377117,6.995996,199.704926
2.7258139,-0.833182,-0.131681,10.259154,10.293774,4.700363,188.981079
2.7308187,-0.744597,0.069432,10.421960,10.448755,4.104176,174.672714
2.7358239,-1.101333,-0.476446,9.519346,9.594680,7.184578,203.393723
2.7408285,-2.149993,-1.256956,7.187394,7.606644,19.111425,210.311951
2.7458334,-1.855506,-1.118092,7.043741,7.369350,17.095573,211.072357
2.7508080,-1.328782,-1.292869,7.671022,7.891879,13.586918,224.215179
2.7558129,-1.000776,-1.221043,7.177817,7.349391,12.404719,230.661682
2.7608175,-0.986411,-0.763750,6.797139,6.910674,10.400151,217.749603
2.7658224,-1.920150,0.411803,9.210494,9.417524,12.036077,167.895493
2.7708275,-2.968810,0.924162,10.678140,11.121627,16.234833,162.709137
2.7758322,-3.792415,1.400608,19.043480,19.467876,11.985514,159.729889
2.7808371,2.219425,-3.201048,16.498444,16.952026,13.283975,304.735260
