Keuwl Accelerometer Data File
2023-11-03 02:24:32

Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
0.2349852,-0.287304,0.632069,9.787497,9.812092,4.057627,114.443954
0.2399902,-0.232238,0.632069,9.744401,9.767640,3.953096,110.174553
0.2449951,-0.201113,0.682347,9.679757,9.705861,4.203095,106.422188
0.2500000,-0.165200,0.665588,9.619903,9.644316,4.077607,103.939217
0.2549744,-0.134075,0.672771,9.581595,9.606121,4.095099,101.270714
0.2599793,-0.093374,0.682347,9.560047,9.584823,4.120510,97.792076
0.2649840,-0.081403,0.653617,9.598354,9.620927,3.925606,97.099182
0.2699889,-0.088585,0.627281,9.660604,9.681353,3.751863,98.038231
0.2749938,-0.143652,0.615310,9.698911,9.719471,3.727411,103.141068
0.2799988,-0.181959,0.622492,9.684546,9.706237,3.831190,106.294044
0.2849731,-0.198719,0.617704,9.703699,9.725370,3.825666,107.833267
0.2899781,-0.222661,0.593762,9.722853,9.743510,3.731611,110.556046
0.2949830,-0.191536,0.605733,9.763555,9.784201,3.722785,107.547241
0.2999877,-0.148441,0.598550,9.763555,9.783010,3.614113,103.928345
0.3049926,-0.134075,0.584185,9.720459,9.738920,3.528421,102.926003
0.3099975,-0.112527,0.588974,9.627085,9.645741,3.564088,100.816399
0.3149719,-0.114922,0.612916,9.567230,9.587531,3.729197,100.619652
0.3199768,-0.119710,0.617704,9.524135,9.544895,3.779630,100.967873
0.3249817,-0.162806,0.660800,9.507375,9.531702,4.094430,103.840698
0.3299865,-0.167594,0.658405,9.490616,9.514903,4.094669,104.281097
0.3349914,-0.191536,0.644040,9.509769,9.533478,4.041572,106.562363
0.3399963,-0.181959,0.639252,9.545682,9.568792,3.982904,105.888695
0.3450012,-0.189142,0.629675,9.538500,9.561132,3.943077,106.719231
0.3499756,-0.184354,0.644040,9.567230,9.590655,4.005360,105.973526
0.3549805,-0.203507,0.653617,9.574412,9.598854,4.089644,107.294250
0.3599852,-0.160412,0.653617,9.610326,9.633862,4.005897,103.789063
0.3649901,-0.131681,0.641646,9.622296,9.644565,3.894254,101.597435
0.3699951,-0.126893,0.644040,9.627085,9.649438,3.900685,101.145996
0.3750000,-0.076614,0.603339,9.670180,9.689287,3.598803,97.236923
0.3799744,-0.100556,0.591368,9.708488,9.727001,3.535627,99.650299
0.3849793,-0.062249,0.579397,9.698911,9.716401,3.438320,96.132225
0.3899842,-0.055067,0.567426,9.641450,9.658290,3.383908,95.542992
0.3949889,-0.059855,0.574608,9.600749,9.618115,3.443612,95.946861
0.3999938,-0.035913,0.579397,9.636662,9.654130,3.447249,93.546852
0.4049988,-0.014365,0.533907,9.667787,9.682528,3.162112,91.541222
0.4099731,-0.026336,0.514753,9.689334,9.703033,3.044976,92.928856
0.4149781,-0.033519,0.529119,9.701305,9.715782,3.128189,93.624756
0.4199830,-0.059855,0.538695,9.722853,9.737948,3.190710,96.340195
0.4249877,-0.100556,0.553061,9.698911,9.715187,3.317060,100.304848
0.4299926,-0.124498,0.591368,9.660604,9.679487,3.579546,101.888657
0.4349975,-0.138864,0.620098,9.639056,9.659980,3.771799,102.622467
0.4399719,-0.102951,0.620098,9.677363,9.697757,3.716415,99.426445
0.4449768,-0.098162,0.627281,9.691729,9.712503,3.748156,98.894005
0.4499815,-0.088585,0.632069,9.689334,9.710332,3.768683,97.978127
0.4549865,-0.098162,0.639252,9.684546,9.706117,3.820595,98.730034
0.4599914,-0.102951,0.648829,9.684546,9.706801,3.880653,99.016045
0.4649963,-0.110133,0.646434,9.672575,9.694777,3.878382,99.668671
0.4700012,-0.055067,0.658405,9.691729,9.714223,3.899882,94.780884
0.4749756,-0.055067,0.622492,9.701305,9.721412,3.685624,95.055313
0.4799805,-0.064643,0.627281,9.722853,9.743281,3.710932,95.883759
0.4849855,-0.090980,0.617704,9.756371,9.776330,3.661746,98.378670
0.4899901,-0.100556,0.615310,9.739613,9.759548,3.662762,99.281464
0.4949951,-0.129287,0.581791,9.734824,9.753051,3.503361,102.528809
0.5000000,-0.141258,0.569820,9.703699,9.721441,3.462097,103.922897
0.5049744,-0.124498,0.505177,9.603143,9.617228,3.101288,103.844406
0.5099793,-0.074220,0.483629,9.560047,9.572560,2.929910,98.724846
0.5149842,0.002394,0.502782,9.746795,9.759754,2.953003,89.727165
0.5199889,-0.028730,0.481235,9.916783,9.928494,2.783193,93.416588
0.5249938,-0.155623,0.481235,9.931149,9.944019,2.915442,107.920326
0.5299988,-0.225055,0.519542,9.825804,9.842103,3.297881,113.421280
0.5349731,-0.251391,0.529119,9.787497,9.805012,3.425198,115.413002
0.5399780,-0.251391,0.533907,9.825804,9.843509,3.436953,115.213493
0.5449830,-0.210690,0.533907,9.888053,9.904697,3.322073,111.535126
0.5499879,-0.177171,0.531513,9.959879,9.975624,3.219601,108.434952
0.5549926,-0.177171,0.524330,9.935937,9.951339,3.188132,108.670090
0.5599976,-0.138864,0.521936,9.926360,9.941043,3.114453,104.898697
0.5649719,-0.146046,0.514753,9.897630,9.912083,3.094463,105.839752
0.5699768,-0.220267,0.555455,9.856929,9.875024,3.469103,111.630882
0.5749816,-0.268151,0.608127,9.854534,9.876922,3.858438,113.794838
0.5799864,-0.263362,0.627281,9.816227,9.839774,3.964621,112.774971
0.5849913,-0.284910,0.651223,9.801862,9.827601,4.147748,113.629379
0.5899963,-0.263362,0.677559,9.787497,9.814455,4.247684,111.240738
0.5950012,-0.239420,0.672771,9.761160,9.787246,4.184135,109.589218
0.5999756,-0.217872,0.703895,9.763555,9.791319,4.315839,107.198540
0.6049805,-0.179565,0.682347,9.720459,9.746033,4.151618,104.743561
0.6099852,-0.146046,0.699107,9.710882,9.737110,4.206309,101.799629
0.6149901,-0.107739,0.689530,9.686940,9.712048,4.120748,98.880661
0.6199951,-0.086191,0.691924,9.686940,9.712003,4.117086,97.100616
0.6250000,-0.083797,0.663194,9.686940,9.709977,3.947544,97.201378
0.6299744,-0.093374,0.679953,9.672575,9.696895,4.058737,97.819176
0.6349793,-0.090980,0.689530,9.689334,9.714264,4.105702,97.516441
0.6399840,-0.088585,0.646434,9.725247,9.747110,3.838288,97.803040
0.6449889,-0.086191,0.646434,9.737218,9.759033,3.831752,97.594643
0.6499938,-0.119710,0.667982,9.746795,9.770391,3.982855,100.160210
0.6549988,-0.131681,0.653617,9.773131,9.795849,3.902843,101.390633
0.6599731,-0.146046,0.636858,9.792285,9.814059,3.817365,102.915939
0.6649780,-0.143652,0.617704,9.789890,9.810410,3.706391,103.091896
0.6699830,-0.131681,0.612916,9.818622,9.838614,3.653288,102.125320
0.6749879,-0.079009,0.591368,9.828198,9.846291,3.473840,97.609840
0.6799926,-0.057461,0.572214,9.813833,9.830669,3.353746,95.734329
0.6849976,-0.055067,0.577003,9.813833,9.830935,3.380088,95.451553
0.6899719,-0.043096,0.565032,9.801862,9.818229,3.308786,94.361572
0.6949768,-0.064643,0.581791,9.794679,9.812155,3.420107,96.340195
0.6999817,-0.079009,0.588974,9.761160,9.779232,3.483802,97.640404
0.7049864,-0.090980,0.622492,9.725247,9.745574,3.701210,98.315125
0.7099913,-0.088585,0.636858,9.684546,9.705867,3.798441,97.918900
0.7149963,-0.114922,0.632069,9.651027,9.672385,3.808326,100.304848
0.7200012,-0.126893,0.639252,9.607931,9.630010,3.880553,101.227371
0.7249756,-0.126893,0.615310,9.540894,9.561556,3.767384,101.652504
0.7299805,-0.114922,0.574608,9.493010,9.511079,3.532358,101.309929
0.7349852,-0.074220,0.577003,9.469068,9.486921,3.515690,97.329750
0.7399901,-0.083797,0.560243,9.406818,9.423860,3.446169,98.506821
0.7449951,-0.062249,0.557849,9.406818,9.423551,3.414837,96.367180
0.7500000,-0.057461,0.572214,9.433155,9.450669,3.488744,95.734329
0.7549744,-0.047884,0.569820,9.469068,9.486318,3.455814,94.803490
0.7599793,-0.011971,0.567426,9.540894,9.557759,3.404271,91.208595
0.7649840,-0.014365,0.553061,9.607931,9.623847,3.295625,91.487869
0.7699889,-0.031125,0.581791,9.682152,9.699665,3.443555,93.062286
0.7749938,-0.026336,0.562637,9.739613,9.755886,3.309851,92.679977
0.7799988,-0.031125,0.557849,9.773131,9.789089,3.272016,93.193451
0.7849731,0.004788,0.572214,9.828198,9.844843,3.332194,89.520546
0.7899780,0.014365,0.577003,9.888053,9.904884,3.340703,88.573845
0.7949830,-0.031125,0.557849,9.914390,9.930120,3.225494,93.193451
0.7999877,-0.062249,0.567426,9.921572,9.937979,3.292772,96.260574
0.8049926,-0.076614,0.555455,9.909601,9.925452,3.238517,97.853310
0.8099976,-0.067038,0.555455,9.876082,9.891917,3.242383,96.881721
0.8149719,-0.055067,0.581791,9.847352,9.864677,3.396267,95.406952
0.8199768,-0.040701,0.557849,9.789890,9.805856,3.269981,94.172981
0.8249817,-0.031125,0.562637,9.734824,9.751120,3.312867,93.166328
0.8299864,0.000000,0.581791,9.691729,9.709175,3.435301,90.000000
0.8349913,-0.009577,0.567426,9.660604,9.677258,3.361967,90.966927
0.8399963,0.007183,0.579397,9.629479,9.646897,3.443555,89.289757
0.8450011,-0.002394,0.560243,9.612720,9.629032,3.335541,90.244850
0.8499756,-0.009577,0.572214,9.595961,9.613011,3.413059,90.958839
0.8549805,-0.033519,0.550666,9.627085,9.642879,3.279845,93.483269
0.8599855,-0.043096,0.591368,9.670180,9.688341,3.508722,94.168030
0.8649901,-0.083797,0.608127,9.698911,9.718318,3.621582,97.845680
0.8699951,-0.076614,0.612916,9.734824,9.754401,3.630653,97.125015
0.8750000,-0.052672,0.622492,9.768343,9.788299,3.659232,94.836586
0.8799744,-0.035913,0.629675,9.797073,9.817353,3.683392,93.264282
0.8849793,-0.040701,0.651223,9.832987,9.854612,3.796482,93.576332
0.8899843,-0.059855,0.653617,9.832987,9.854868,3.818801,95.232269
0.8949889,-0.035913,0.639252,9.837775,9.858588,3.723679,93.215485
0.8999938,-0.028730,0.610521,9.830592,9.849573,3.557599,92.694283
0.9049988,-0.026336,0.600945,9.825804,9.844199,3.503249,92.509361
0.9099731,-0.062249,0.593762,9.813833,9.831976,3.481272,95.984955
0.9149780,-0.112527,0.550666,9.816227,9.832304,3.276978,101.549263
0.9199830,-0.155623,0.550666,9.797073,9.813770,3.342695,105.780754
0.9249877,-0.169988,0.548272,9.763555,9.780414,3.364645,107.225716
0.9299926,-0.148441,0.543484,9.732430,9.748722,3.312985,105.276474
0.9349976,-0.172383,0.543484,9.698911,9.715655,3.364354,107.598015
0.9399719,-0.179565,0.557849,9.679757,9.697481,3.464641,107.842766
0.9449768,-0.181959,0.577003,9.667787,9.686699,3.580913,107.502808
0.9499816,-0.138864,0.572214,9.677363,9.695260,3.481834,103.640717
0.9549865,-0.141258,0.584185,9.698911,9.717515,3.545968,103.593384
0.9599913,-0.134075,0.577003,9.708488,9.726542,3.491605,103.081406
0.9649963,-0.122104,0.579397,9.725247,9.743257,3.484195,101.900589
0.9700011,-0.136469,0.565032,9.761160,9.778452,3.407892,103.578346
0.9749756,-0.146046,0.577003,9.777920,9.796019,3.483408,104.203941
0.9799805,-0.138864,0.577003,9.794679,9.812642,3.467409,103.531693
0.9849855,-0.167594,0.581791,9.797073,9.815763,3.536292,106.069885
0.9899901,-0.126893,0.596156,9.768343,9.787340,3.570454,102.016159
0.9949951,-0.093374,0.577003,9.770737,9.788204,3.423483,99.192245
1.0000000,-0.069432,0.536301,9.785102,9.800034,3.163226,97.376724
1.0049744,-0.050278,0.536301,9.770737,9.785573,3.155481,95.355827
1.0099792,-0.098162,0.514753,9.761160,9.775216,3.073006,100.796547
1.0149843,-0.110133,0.514753,9.730036,9.744265,3.096740,102.076553
1.0199889,-0.126893,0.517148,9.720459,9.735033,3.135565,103.786316
1.0249938,-0.122104,0.490811,9.706094,9.719263,2.983013,103.970459
1.0299988,-0.117316,0.517148,9.684546,9.699053,3.134128,102.781334
1.0349731,-0.129287,0.526724,9.643845,9.659083,3.218871,103.790863
1.0399780,-0.117316,0.562637,9.634268,9.651396,3.413976,101.778023
1.0449829,-0.114922,0.572214,9.658210,9.675828,3.458136,101.356026
1.0499879,-0.136469,0.615310,9.672575,9.693088,3.728146,102.505203
1.0549926,-0.177171,0.636858,9.682152,9.704692,3.905802,105.546326
1.0599976,-0.177171,0.634463,9.686940,9.709312,3.890280,105.602142
1.0649719,-0.148441,0.641646,9.682152,9.704525,3.891336,103.025841
1.0699768,-0.158017,0.620098,9.694122,9.715219,3.776624,104.296204
1.0749815,-0.114922,0.579397,9.703699,9.721661,3.483408,101.218842
1.0799865,-0.129287,0.569820,9.722853,9.740394,3.439060,102.783455
1.0849913,-0.134075,0.560243,9.725247,9.742293,3.389862,103.458687
1.0899962,-0.112527,0.555455,9.720459,9.736966,3.336774,101.452339
1.0950012,-0.088585,0.555455,9.684546,9.700866,3.323958,99.061378
1.0999757,-0.083797,0.577003,9.636662,9.654284,3.462380,98.263191
1.1049805,-0.081403,0.598550,9.624691,9.643628,3.591233,97.744713
1.1099854,-0.105345,0.624887,9.586384,9.607306,3.782013,99.569084
1.1149902,-0.129287,0.627281,9.533711,9.555201,3.843335,101.645973
1.1199951,-0.150835,0.648829,9.524135,9.547401,4.000859,103.087227
1.1250000,-0.143652,0.622492,9.514558,9.535981,3.841297,102.994614
1.1299744,-0.160412,0.603339,9.557653,9.578021,3.737221,104.888954
1.1349792,-0.153229,0.593762,9.617508,9.637037,3.648246,104.470291
1.1399840,-0.162806,0.591368,9.653421,9.672888,3.635612,105.392426
1.1449889,-0.186748,0.586579,9.706094,9.725595,3.629035,107.659775
1.1499938,-0.148441,0.569820,9.703699,9.721549,3.472600,104.601273
1.1549988,-0.122104,0.560243,9.720459,9.737356,3.375857,102.295265
1.1599731,-0.143652,0.553061,9.746795,9.763530,3.355147,104.560272
1.1649780,-0.201113,0.562637,9.751583,9.769872,3.506322,109.669266
1.1699829,-0.210690,0.579397,9.739613,9.759106,3.621960,109.983109
1.1749879,-0.196325,0.550666,9.742006,9.759532,3.434218,109.622253
1.1799926,-0.169988,0.505177,9.751583,9.766139,3.128627,108.597725
1.1849974,-0.172383,0.471658,9.770737,9.783632,2.942111,110.076462
1.1899719,-0.193930,0.438139,9.823410,9.835088,2.792391,113.875282
1.1949768,-0.201113,0.426168,9.854534,9.865795,2.737811,115.263100
1.1999818,-0.210690,0.414197,9.861717,9.872660,2.697838,116.961098
1.2049865,-0.184354,0.433351,9.878476,9.889695,2.729361,113.045601
1.2099913,-0.165200,0.445322,9.861717,9.873149,2.757473,110.353226
1.2149963,-0.129287,0.447716,9.868899,9.879895,2.703419,106.107132
1.2200012,-0.102951,0.474052,9.868899,9.880815,2.814108,102.252762
1.2249756,-0.126893,0.526724,9.895236,9.910057,3.133941,103.544975
1.2299805,-0.150835,0.550666,9.895236,9.911694,3.302212,105.318336
1.2349852,-0.184354,0.567426,9.890448,9.908426,3.452073,107.998695
1.2399901,-0.184354,0.574608,9.885659,9.904060,3.493175,107.787971
1.2449950,-0.167594,0.548272,9.835381,9.852076,3.336011,106.997177
1.2500000,-0.134075,0.536301,9.768343,9.783973,3.239001,104.036247
1.2549742,-0.062249,0.495600,9.665392,9.678290,2.958367,97.159081
1.2599792,-0.035913,0.495600,9.593566,9.606426,2.965043,94.144623
1.2649840,-0.023942,0.452504,9.564836,9.575563,2.712383,93.028702
1.2699888,-0.055067,0.459687,9.567230,9.578425,2.770433,96.831009
1.2749938,-0.102951,0.428562,9.598354,9.608469,2.629199,103.507835
1.2799987,-0.112527,0.430956,9.643845,9.654125,2.644417,104.633827
1.2849731,-0.150835,0.430956,9.691729,9.702477,2.697258,109.290047
1.2899780,-0.205901,0.428562,9.765948,9.777515,2.787269,115.661812
1.2949830,-0.215478,0.445322,9.821015,9.833467,2.883712,115.820992
1.2999877,-0.244209,0.462081,9.888053,9.901855,3.025563,117.856339
1.3049926,-0.258574,0.450110,9.969456,9.982961,2.980584,119.875992
1.3099976,-0.244209,0.435745,10.019734,10.032178,2.854031,119.267998
1.3149719,-0.246603,0.426168,10.067618,10.079652,2.799952,120.055893
1.3199768,-0.244209,0.402226,10.060435,10.071434,2.677957,121.263733
1.3249817,-0.225055,0.383072,10.058042,10.067849,2.529252,120.434235
1.3299865,-0.186748,0.354342,10.046070,10.054051,2.283105,117.790443
1.3349913,-0.205901,0.325611,9.991004,9.998428,2.208151,122.307335
1.3399962,-0.201113,0.318429,9.938332,9.945465,2.170244,122.275642
1.3450012,-0.217872,0.342371,9.837775,9.846142,2.362149,122.471191
1.3499756,-0.241814,0.359130,9.792285,9.801851,2.531573,123.953697
1.3549805,-0.232238,0.380678,9.722853,9.733073,2.625921,121.385818
1.3599854,-0.227449,0.387861,9.665392,9.675845,2.663519,120.388199
1.3649901,-0.191536,0.442927,9.581595,9.593740,2.883169,113.385223
1.3699951,-0.177171,0.445322,9.533711,9.545751,2.877936,111.695107
1.3750000,-0.172383,0.478840,9.519346,9.532941,3.060239,109.798874
1.3799744,-0.193930,0.488417,9.514558,9.529059,3.161369,111.655991
1.3849792,-0.208296,0.486023,9.543288,9.557926,3.171385,113.198593
1.3899843,-0.165200,0.462081,9.603143,9.615672,2.925229,109.672630
1.3949889,-0.174777,0.454898,9.648633,9.660932,2.891373,111.017303
1.3999938,-0.186748,0.459687,9.670180,9.682901,2.937250,112.109451
1.4049988,-0.186748,0.469264,9.725247,9.738353,2.972824,111.700539
1.4099730,-0.169988,0.430956,9.739613,9.750625,2.723330,111.526482
1.4149780,-0.143652,0.447716,9.746795,9.758129,2.761800,107.789131
1.4199829,-0.174777,0.474052,9.742006,9.755099,2.968870,110.238266
1.4249876,-0.220267,0.478840,9.758766,9.772990,3.091615,114.702431
1.4299928,-0.260968,0.502782,9.785102,9.801485,3.313221,117.431465
1.4349974,-0.258574,0.512359,9.816227,9.832990,3.346031,116.778839
1.4399719,-0.270545,0.512359,9.816227,9.833312,3.378002,117.835732
1.4449768,-0.246603,0.524330,9.773131,9.790293,3.392980,115.188522
1.4499816,-0.225055,0.502782,9.725247,9.740835,3.241840,114.114197
1.4549865,-0.189142,0.507571,9.701305,9.716415,3.195737,110.437485
1.4599913,-0.220267,0.509965,9.713276,9.729148,3.273212,113.360718
1.4649963,-0.239420,0.524330,9.703699,9.720803,3.399379,114.542435
1.4700011,-0.244209,0.517148,9.696517,9.713368,3.375451,115.277725
1.4749756,-0.208296,0.505177,9.698911,9.714292,3.224644,112.407448
1.4799805,-0.165200,0.517148,9.689334,9.704531,3.206867,107.715797
1.4849855,-0.169988,0.462081,9.686940,9.699445,2.909662,110.197342
1.4899901,-0.150835,0.459687,9.670180,9.682275,2.864095,108.165955
1.4949950,-0.119710,0.459687,9.660604,9.672275,2.814943,104.596573
1.5000000,-0.112527,0.497994,9.646238,9.659739,3.029636,102.732811
1.5049742,-0.090980,0.512359,9.665392,9.679390,3.081785,100.069061
1.5099792,-0.122104,0.519542,9.706094,9.720756,3.147280,103.225800
1.5149841,-0.165200,0.541090,9.761160,9.777541,3.317060,106.977943
1.5199888,-0.160412,0.521936,9.792285,9.807497,3.191630,107.084259
1.5249938,-0.169988,0.505177,9.821015,9.835468,3.106523,108.597725
1.5299987,-0.153229,0.509965,9.828198,9.842613,3.101288,106.723923
1.5349731,-0.158017,0.505177,9.864111,9.878303,3.071604,107.369484
1.5399780,-0.179565,0.488417,9.842564,9.856311,3.026468,110.185806
1.5449830,-0.189142,0.519542,9.854534,9.870032,3.211259,110.004303
1.5499879,-0.193930,0.493206,9.849746,9.863993,3.079815,111.464943
1.5549926,-0.210690,0.517148,9.842564,9.858392,3.247210,112.166344
1.5599976,-0.256180,0.493206,9.816227,9.831947,3.240451,117.448151
1.5649718,-0.251391,0.507571,9.787497,9.803872,3.312039,116.348434
1.5699768,-0.229843,0.495600,9.756371,9.771654,3.204852,114.880363
1.5749815,-0.208296,0.497994,9.720459,9.735435,3.178476,112.698059
1.5799863,-0.191536,0.526724,9.651027,9.667287,3.323605,109.983109
1.5849913,-0.160412,0.514753,9.622296,9.637390,3.207111,107.308495
1.5899962,-0.174777,0.533907,9.600749,9.617171,3.348839,108.126076
1.5950012,-0.162806,0.562637,9.567230,9.585142,3.503305,106.138420
1.5999756,-0.186748,0.545878,9.588778,9.606118,3.443214,108.886086
1.6049805,-0.155623,0.521936,9.617508,9.632917,3.241236,106.602745
1.6099852,-0.122104,0.507571,9.653421,9.667527,3.095475,103.526398
1.6149901,-0.119710,0.497994,9.677363,9.690907,3.029571,103.516571
1.6199951,-0.088585,0.488417,9.722853,9.735516,2.922618,100.280128
1.6250000,-0.102951,0.478840,9.739613,9.751920,2.878820,102.133881
1.6299744,-0.112527,0.464475,9.794679,9.806332,2.793512,103.618546
1.6349792,-0.112527,0.474052,9.806650,9.818747,2.844343,103.353371
1.6399840,-0.124498,0.490811,9.816227,9.829278,2.952870,104.233360
1.6449889,-0.148441,0.514753,9.832987,9.847569,3.118474,106.086082
1.6499938,-0.136469,0.519542,9.811439,9.826133,3.133816,104.717567
1.6549988,-0.112527,0.553061,9.782708,9.798975,3.301856,101.500603
1.6599730,-0.098162,0.545878,9.751583,9.767344,3.255279,100.194237
1.6649780,-0.083797,0.553061,9.744401,9.760443,3.285391,98.615646
1.6699829,-0.074220,0.536301,9.722853,9.737915,3.187210,97.879280
1.6749879,-0.126893,0.545878,9.715671,9.731821,3.301382,103.086349
1.6799926,-0.143652,0.514753,9.718064,9.732748,3.147716,105.592812
1.6849974,-0.172383,0.490811,9.708488,9.722415,3.067203,109.352272
1.6899719,-0.167594,0.471658,9.672575,9.685518,2.962401,109.561653
1.6949768,-0.165200,0.483629,9.660604,9.674112,3.028214,108.859352
1.6999818,-0.150835,0.483629,9.679757,9.693005,2.995913,107.321716
1.7049865,-0.136469,0.483629,9.670180,9.683228,2.974733,105.757912
1.7099913,-0.134075,0.493206,9.658210,9.671724,3.029248,105.208038
1.7149963,-0.134075,0.486023,9.667787,9.680924,2.985309,105.422165
1.7200012,-0.136469,0.538695,9.667787,9.683744,3.289738,104.215851
1.7249756,-0.138864,0.560243,9.643845,9.661102,3.425141,103.920959
1.7299805,-0.124498,0.555455,9.610326,9.627170,3.389805,102.633362
1.7349851,-0.122104,0.579397,9.567230,9.585536,3.541548,101.900589
1.7399901,-0.117316,0.624887,9.572019,9.593111,3.800142,100.632912
1.7449950,-0.165200,0.670376,9.543288,9.568231,4.137963,103.843491
1.7500000,-0.181959,0.701501,9.521740,9.549280,4.352532,104.541245
1.7549742,-0.165200,0.732626,9.481039,9.510737,4.529088,102.707115
1.7599792,-0.177171,0.746991,9.390059,9.421391,4.673992,103.342834
1.7649840,-0.141258,0.739808,9.363723,9.393965,4.598703,100.809860
1.7699888,-0.124498,0.732626,9.325416,9.354979,4.556211,99.644409
1.7749938,-0.105345,0.713472,9.308656,9.336553,4.430272,98.399094
1.7799987,-0.126893,0.694318,9.279925,9.306728,4.349471,100.356995
1.7849731,-0.112527,0.667982,9.296685,9.321331,4.167391,99.562202
1.7899780,-0.090980,0.656011,9.284714,9.308305,4.080056,97.895767
1.7949830,-0.076614,0.634463,9.308656,9.330567,3.927402,96.885399
1.7999877,-0.090980,0.605733,9.346964,9.367012,3.749305,98.541840
1.8049926,-0.081403,0.605733,9.430760,9.450543,3.707923,97.653969
1.8099976,-0.146046,0.562637,9.488221,9.506010,3.505763,104.551376
1.8149718,-0.167594,0.572214,9.528923,9.547560,3.580530,106.324623
1.8199768,-0.172383,0.608127,9.579201,9.600033,3.775276,105.826157
1.8249817,-0.184354,0.624887,9.564836,9.586999,3.896717,106.437073
1.8299863,-0.148441,0.653617,9.540894,9.564408,4.018538,102.795197
1.8349913,-0.158017,0.696713,9.504981,9.531791,4.298332,102.778732
1.8399962,-0.150835,0.687136,9.483433,9.509490,4.242517,102.380760
1.8450012,-0.158017,0.699107,9.473856,9.500930,4.326445,102.736397
1.8499756,-0.150835,0.675165,9.406818,9.432223,4.206170,102.593330
1.8549805,-0.179565,0.653617,9.351752,9.376286,4.145670,105.361618
1.8599854,-0.177171,0.656011,9.291897,9.316710,4.182637,105.113472
1.8649901,-0.193930,0.648829,9.200917,9.225804,4.209381,106.641037
