Keuwl Accelerometer Data File
2023-11-03 09:58:31

Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
0.1200256,-0.140178,0.022499,-0.140498,-0.025022,0.812225,0.816818
0.1250001,-0.008497,-0.015808,-0.015999,-0.055730,0.069649,0.057961
0.1300049,0.034599,0.005739,0.079769,-0.025139,-0.469734,-0.196625
0.1350098,0.068117,0.010528,0.165960,-0.011086,-0.962296,-0.392464
0.1400145,0.077694,0.005739,0.223421,-0.008923,-1.295486,-0.447678
0.1450195,0.053752,0.000951,0.333554,0.001373,-1.929459,-0.307579
0.1500244,0.070512,0.005739,0.379044,0.012117,-2.185844,-0.405830
0.1549988,0.075300,-0.020597,0.438899,-0.005345,-2.549873,-0.430656
0.1600037,0.070512,-0.025386,0.479601,-0.003866,-2.786446,-0.402115
0.1650086,0.108819,-0.011020,0.489177,0.011089,-2.829048,-0.627403
0.1700135,0.113607,-0.008626,0.484389,0.012646,-2.799706,-0.655579
0.1750182,0.137549,-0.018203,0.455659,-0.001517,-2.644455,-0.794525
0.1800231,0.120790,-0.018203,0.422140,-0.006245,-2.452736,-0.696632
0.1849975,0.087271,-0.025386,0.388621,-0.017643,-2.266518,-0.500061
0.1900025,0.036993,-0.013414,0.364679,-0.008135,-2.118759,-0.207901
0.1950074,-0.022862,0.000951,0.371861,0.008691,-2.146812,0.138863
0.2000123,-0.080323,0.003345,0.371861,0.012931,-2.143318,0.473068
0.2050170,-0.085112,-0.015808,0.369467,-0.006186,-2.145103,0.504997
0.2100219,-0.085112,0.012922,0.376650,0.023252,-2.162704,0.498924
0.2149963,-0.056381,0.024893,0.355102,0.031083,-2.030968,0.329475
0.2200012,-0.032439,0.012922,0.328766,0.014835,-1.890808,0.192497
0.2250061,0.025022,0.005739,0.292853,0.001274,-1.692329,-0.140846
0.2300108,0.072906,-0.020597,0.244969,-0.032188,-1.438568,-0.416672
0.2350158,0.099242,-0.020597,0.252151,-0.031754,-1.480202,-0.570526
0.2400207,0.139943,-0.022991,0.225815,-0.038136,-1.331085,-0.808136
0.2450256,0.132761,-0.025386,0.201873,-0.043430,-1.195030,-0.765961
0.2500001,0.139943,-0.030174,0.153989,-0.054145,-0.922699,-0.807571
0.2550049,0.139943,-0.011020,0.089346,-0.042671,-0.537125,-0.809074
0.2600098,0.139943,-0.011020,0.051039,-0.046943,-0.316284,-0.809074
0.2650145,0.120790,-0.018203,0.000760,-0.059196,-0.030334,-0.696632
0.2700194,0.120790,-0.027780,-0.037547,-0.072658,0.185478,-0.695770
0.2750244,0.118396,-0.013414,-0.047124,-0.059290,0.249275,-0.683083
0.2799988,0.125578,-0.039751,-0.063883,-0.087263,0.331062,-0.722725
0.2850037,0.118396,-0.054116,-0.051912,-0.100263,0.253380,-0.679359
0.2900086,0.154309,-0.044539,-0.030364,-0.089058,0.133713,-0.890587
0.2950133,0.149520,-0.037356,-0.025576,-0.081367,0.110268,-0.863060
0.3000182,0.149520,-0.046933,-0.001634,-0.088414,-0.034218,-0.862358
0.3050232,0.156703,-0.051722,0.043856,-0.088393,-0.300804,-0.904114
0.3099975,0.154309,-0.080452,0.058221,-0.115335,-0.402573,-0.888054
0.3150024,0.168674,-0.056510,0.084557,-0.088750,-0.539696,-0.973991
0.3200074,0.199798,-0.082847,0.106105,-0.112718,-0.682396,-1.155396
0.3250123,0.209375,-0.085240,0.113288,-0.114325,-0.725746,-1.211624
0.3300170,0.202193,-0.049328,0.106105,-0.079442,-0.659782,-1.170876
0.3350219,0.175856,-0.068481,0.108499,-0.097967,-0.686417,-1.015427
0.3399963,0.149520,-0.061298,0.063010,-0.095711,-0.417877,-0.861305
0.3450012,0.101636,-0.054116,0.079769,-0.085984,-0.509781,-0.581108
0.3500061,0.053752,-0.042145,0.074980,-0.073687,-0.473610,-0.301987
0.3550108,0.048964,-0.037356,0.086951,-0.067472,-0.539581,-0.274597
0.3600158,0.056146,-0.015808,0.072586,-0.047843,-0.442673,-0.319389
0.3650207,0.092059,-0.030174,0.082163,-0.061758,-0.507782,-0.527534
0.3700256,0.099242,0.000951,0.070192,-0.032305,-0.418587,-0.572731
0.3750000,0.101636,0.029681,0.036673,-0.007464,-0.207611,-0.589577
0.3800049,0.116001,0.041653,0.065404,0.007331,-0.365150,-0.674179
0.3850099,0.125578,0.044046,0.048644,0.007729,-0.267601,-0.729980
0.3900145,0.127972,0.027287,0.022308,-0.011798,-0.126785,-0.742462
0.3950194,0.144732,0.020104,-0.015999,-0.023171,0.089142,-0.839371
0.4000244,0.147126,-0.001443,-0.044730,-0.047545,0.242142,-0.851715
0.4049988,0.187827,-0.015808,-0.037547,-0.061546,0.192024,-1.088364
0.4100037,0.197404,-0.042145,-0.047124,-0.088787,0.232040,-1.143135
0.4150086,0.271625,-0.063693,-0.054306,-0.111225,0.261017,-1.577820
0.4200133,0.242894,-0.090029,-0.054306,-0.137387,0.245682,-1.408722
0.4250182,0.233317,-0.102000,-0.047124,-0.148545,0.196793,-1.352081
0.4300232,0.204587,-0.085240,-0.020788,-0.129034,0.053444,-1.183456
0.4349975,0.163885,-0.030174,0.041462,-0.067319,-0.273323,-0.947609
0.4400024,0.161491,0.015316,0.113288,-0.014033,-0.657600,-0.936577
0.4450074,0.159097,0.022499,0.189902,0.002264,-1.092186,-0.923119
0.4500123,0.125578,0.020104,0.252151,0.008177,-1.450050,-0.727921
0.4550172,0.082483,0.015316,0.335948,0.015339,-1.932213,-0.476646
0.4600219,-0.006103,0.008134,0.383833,0.017014,-2.209679,0.040039
0.4649963,-0.034833,0.044046,0.438899,0.061350,-2.492493,0.200806
0.4700012,-0.109054,0.044046,0.493966,0.072159,-2.802597,0.631187
0.4750061,-0.152149,0.084748,0.498754,0.114812,-2.792656,0.870880
0.4800108,-0.247917,0.099113,0.539456,0.139764,-3.005325,1.419006
0.4850157,-0.295801,0.115872,0.515514,0.155175,-2.853683,1.689133
0.4900207,-0.336503,0.106296,0.477206,0.142290,-2.644417,1.926277
0.4950256,-0.389175,0.127844,0.410169,0.157063,-2.246422,2.220703
0.5000000,-0.415511,0.137421,0.347919,0.159576,-1.887039,2.367836
0.5050049,-0.410723,0.132632,0.283276,0.145875,-1.526558,2.342308
0.5100098,-0.415511,0.120661,0.211450,0.125223,-1.129074,2.374466
0.5150145,-0.389175,0.106296,0.146807,0.101430,-0.773758,2.228920
0.5200194,-0.348474,0.111084,0.079769,0.095919,-0.391518,1.993355
0.5250244,-0.298195,0.099113,0.036673,0.076361,-0.155563,1.708412
0.5299988,-0.240735,0.123055,0.012731,0.094501,-0.006683,1.370552
0.5350037,-0.192851,0.096719,-0.004028,0.064262,0.071815,1.102509
0.5400086,-0.125813,0.120661,-0.051912,0.080363,0.357063,0.710587
0.5450133,-0.087506,0.139814,-0.087825,0.094518,0.571426,0.486244
0.5500183,-0.022862,0.125449,-0.106979,0.076324,0.671814,0.117401
0.5550231,-0.006103,0.115872,-0.121344,0.064994,0.748550,0.022514
0.5599976,0.005868,0.082354,-0.135709,0.029998,0.813164,-0.041252
0.5650024,0.003474,0.056018,-0.166834,0.001083,0.978523,-0.023285
0.5700073,-0.030045,-0.015808,-0.147680,-0.067772,0.831696,0.183708
0.5750123,-0.022862,-0.020597,-0.154863,-0.073400,0.870705,0.142632
0.5800170,-0.025256,-0.042145,-0.140498,-0.093488,0.776154,0.160431
0.5850219,-0.046804,-0.044539,-0.114161,-0.092774,0.622345,0.286964
0.5899963,-0.063564,-0.085240,-0.027970,-0.124266,0.098564,0.393234
0.5950012,-0.061170,-0.080452,0.022308,-0.114313,-0.190826,0.378204
0.6000061,-0.034833,-0.113971,0.070192,-0.143202,-0.491417,0.229729
0.6050110,0.003474,-0.121154,0.094134,-0.148734,-0.636391,0.005081
0.6100157,0.003474,-0.140307,0.108499,-0.166085,-0.733147,0.008209
0.6150206,0.013051,-0.147490,0.108499,-0.173474,-0.738258,-0.047272
0.6200256,-0.020468,-0.140307,0.130047,-0.162857,-0.858322,0.149734
0.6250000,-0.061170,-0.137913,0.118076,-0.160595,-0.785965,0.389801
0.6300049,-0.104265,-0.111577,0.106105,-0.134295,-0.697144,0.638336
0.6350098,-0.092294,-0.078058,0.067798,-0.105841,-0.452629,0.560455
0.6400145,-0.051593,-0.090029,0.015126,-0.124920,-0.155273,0.323822
0.6450194,-0.025256,-0.106789,-0.032759,-0.147417,0.112816,0.171989
0.6500244,-0.001314,-0.121154,-0.054306,-0.164580,0.229660,0.033333
0.6549988,0.008262,-0.118759,-0.123738,-0.169167,0.636803,-0.023552
0.6600037,0.013051,-0.128336,-0.171622,-0.183170,0.912003,-0.050293
0.6650086,0.013051,-0.113971,-0.226689,-0.173565,1.241875,-0.052551
0.6700133,-0.015680,-0.116365,-0.243448,-0.176515,1.339310,0.117249
0.6750182,-0.049198,-0.113971,-0.202747,-0.169710,1.102577,0.314400
0.6800231,-0.030045,-0.133124,-0.166834,-0.186274,0.882088,0.205017
0.6849976,-0.008497,-0.113971,-0.102190,-0.161907,0.513710,0.074486
0.6900024,0.003474,-0.137913,-0.111767,-0.186976,0.556229,0.007820
0.6950073,0.044175,-0.128336,-0.092614,-0.176655,0.448853,-0.234093
0.7000123,0.060935,-0.123548,-0.090219,-0.172036,0.437340,-0.333687
0.7050170,0.053752,-0.147490,-0.118950,-0.198440,0.592339,-0.288101
0.7100219,0.099242,-0.154673,-0.142892,-0.208721,0.728470,-0.556564
0.7149963,0.118396,-0.140307,-0.121344,-0.192748,0.609657,-0.671364
0.7200012,0.108819,-0.137913,-0.147680,-0.192636,0.765488,-0.614960
0.7250061,0.096848,-0.121154,-0.118950,-0.173094,0.606377,-0.545959
0.7300109,0.082483,-0.116365,-0.118950,-0.168059,0.609154,-0.461716
0.7350157,0.087271,-0.097212,-0.116556,-0.148861,0.605629,-0.492111
0.7400206,0.075300,-0.094817,-0.106979,-0.145343,0.551186,-0.421913
0.7450256,0.036993,-0.102000,-0.059095,-0.147002,0.268242,-0.195427
0.7500000,0.032204,-0.090029,-0.035153,-0.132570,0.135826,-0.168961
0.7550049,0.025022,-0.075664,-0.030364,-0.117618,0.116631,-0.128853
0.7600098,0.048964,-0.063693,0.007943,-0.102306,-0.098946,-0.271080
0.7650145,0.056146,-0.018203,0.055827,-0.052082,-0.347542,-0.319084
0.7700194,0.080088,-0.013414,0.108499,-0.041880,-0.648422,-0.459450
0.7750244,0.080088,-0.001443,0.137230,-0.026639,-0.805687,-0.460815
0.7799988,0.077694,0.000951,0.161172,-0.021361,-0.941612,-0.447128
0.7850037,0.053752,-0.011020,0.151595,-0.033894,-0.894524,-0.306030
0.7900086,0.032204,-0.034963,0.180325,-0.053673,-1.076424,-0.176880
0.7950133,0.015445,-0.032568,0.142018,-0.055505,-0.853630,-0.079224
0.8000182,-0.020468,-0.037356,0.144412,-0.058973,-0.870049,0.131577
0.8050231,-0.015680,0.008134,0.144412,-0.013967,-0.838799,0.095795
0.8099976,-0.044410,0.020104,0.127653,-0.003184,-0.733864,0.260811
0.8150025,-0.032439,0.008134,0.137230,-0.014317,-0.797211,0.193359
0.8200073,-0.042016,0.029681,0.144412,0.008217,-0.823502,0.245117
0.8250123,-0.034833,0.027287,0.156383,0.007042,-0.893890,0.203835
0.8300170,-0.051593,0.034470,0.144412,0.013276,-0.820030,0.299828
0.8350219,-0.087506,0.051229,0.127653,0.029175,-0.711945,0.504745
0.8399963,-0.092294,0.024893,0.110893,0.001267,-0.633408,0.538124
0.8450012,-0.087506,0.034470,0.144412,0.014509,-0.819176,0.508286
0.8500061,-0.042016,0.039258,0.127653,0.015753,-0.721016,0.243347
0.8550109,0.056146,0.048835,0.158778,0.026323,-0.894402,-0.327629
0.8600157,0.113607,0.070383,0.153989,0.046065,-0.853004,-0.662941
0.8650206,0.108819,0.070383,0.132441,0.043603,-0.729935,-0.635223
0.8700256,0.099242,0.063200,0.106105,0.033588,-0.584106,-0.579063
0.8750000,0.029810,0.065595,0.043856,0.030495,-0.225525,-0.177261
0.8800049,-0.025256,0.063200,-0.004028,0.024547,0.048157,0.141922
0.8850098,-0.061170,0.000951,-0.018393,-0.037679,0.094429,0.362015
0.8900145,-0.058775,0.017711,-0.027970,-0.022072,0.159454,0.344788
0.8950194,-0.056381,0.020104,0.010337,-0.015816,-0.059631,0.330406
0.9000244,-0.008497,0.063200,0.063010,0.031207,-0.336006,0.044899
0.9049988,-0.001314,0.087142,0.077375,0.056381,-0.403015,-0.000511
0.9100037,0.020233,0.123055,0.091740,0.093097,-0.462242,-0.130219
0.9150086,0.020233,0.125449,0.082163,0.094405,-0.406265,-0.130569
0.9200133,0.036993,0.103902,0.101317,0.074743,-0.529358,-0.224083
0.9250182,0.015445,0.091930,0.156383,0.069777,-0.850548,-0.098030
0.9300231,0.022628,0.082354,0.209056,0.066493,-1.157227,-0.138115
0.9349976,0.015445,0.077565,0.232998,0.064927,-1.296814,-0.095886
0.9400024,0.017839,0.075171,0.259334,0.065862,-1.448471,-0.109375
0.9450073,0.027416,0.072777,0.283276,0.066372,-1.586624,-0.164421
0.9500123,-0.010891,0.058412,0.266517,0.050953,-1.501259,0.059547
0.9550170,-0.032439,0.051229,0.280882,0.046350,-1.588020,0.185638
0.9600219,-0.049198,0.034470,0.271305,0.029012,-1.545647,0.285934
0.9649963,-0.018074,0.017711,0.228209,0.005890,-1.312439,0.108093
0.9700012,-0.001314,-0.008626,0.209056,-0.023116,-1.222145,0.014870
0.9750061,0.039387,-0.018203,0.197085,-0.035148,-1.161026,-0.221214
0.9800109,0.044175,-0.030174,0.165960,-0.050958,-0.990463,-0.247551
0.9850157,0.025022,-0.008626,0.146807,-0.031414,-0.864853,-0.138741
0.9900206,0.044175,-0.020597,0.120470,-0.046863,-0.721710,-0.248856
0.9950256,-0.015680,-0.011020,0.098922,-0.038281,-0.590111,0.099060
1.0000000,-0.051593,-0.037356,0.074980,-0.066037,-0.468582,0.313599
1.0050049,-0.080323,-0.046933,0.074980,-0.074563,-0.474190,0.483604
1.0100099,-0.087506,-0.056510,0.048644,-0.086740,-0.327812,0.527695
1.0150145,-0.063564,-0.034963,0.034279,-0.067744,-0.231583,0.383118
1.0200194,-0.032439,-0.020597,0.017520,-0.056275,-0.126434,0.198547
1.0250244,-0.018074,0.000951,-0.020788,-0.039281,0.107422,0.110970
1.0299988,0.003474,0.017711,-0.061489,-0.027294,0.351456,-0.017242
1.0350037,-0.008497,-0.003838,-0.097402,-0.051862,0.546875,0.055969
1.0400087,-0.001314,-0.006231,-0.147680,-0.059075,0.836243,0.014481
1.0450133,-0.006103,-0.001443,-0.178805,-0.056912,1.018860,0.041618
1.0500182,0.022628,-0.015808,-0.171622,-0.071362,0.969635,-0.123711
1.0550232,-0.001314,-0.039751,-0.207535,-0.097646,1.166443,0.019936
1.0599976,0.032204,-0.049328,-0.214718,-0.108661,1.203117,-0.174820
1.0650024,0.046570,-0.051722,-0.176411,-0.108123,0.978897,-0.258652
1.0700073,0.084877,-0.068481,-0.176411,-0.125621,0.969948,-0.481247
1.0750123,0.084877,-0.085240,-0.188382,-0.143351,1.031258,-0.479362
1.0800170,0.116001,-0.118759,-0.150074,-0.173898,0.789665,-0.659241
1.0850220,0.104030,-0.121154,-0.152469,-0.176299,0.802521,-0.588356
1.0899962,0.063329,-0.157066,-0.099796,-0.206364,0.474457,-0.343552
1.0950012,0.044175,-0.125942,-0.075854,-0.172645,0.352165,-0.234421
1.1000061,0.032204,-0.118759,-0.047124,-0.162356,0.188591,-0.164795
1.1050107,0.010657,-0.092423,-0.011211,-0.131935,-0.004669,-0.041840
1.1100157,0.022628,-0.056510,-0.004028,-0.095792,-0.024704,-0.117653
1.1150206,0.015445,-0.037356,0.003154,-0.075812,-0.054520,-0.078491
1.1200255,-0.049198,-0.015808,0.007943,-0.051997,-0.067863,0.295479
1.1250000,-0.058775,-0.008626,0.000760,-0.045297,-0.021851,0.349945
1.1300049,-0.087506,0.041653,0.029491,0.008705,-0.155815,0.506767
1.1350098,-0.106659,0.048835,0.031885,0.016809,-0.164680,0.616241
1.1400145,-0.082717,0.058412,0.022308,0.024423,-0.104477,0.475510
1.1450195,-0.051593,0.058412,0.034279,0.024637,-0.173698,0.295288
1.1500244,-0.010891,0.044046,0.063010,0.012245,-0.348106,0.061935
1.1549988,0.022628,0.048835,0.055827,0.015318,-0.304474,-0.133224
1.1600037,0.036993,0.036864,0.055827,0.003073,-0.312256,-0.214882
1.1650087,0.027416,0.039258,0.031885,0.003089,-0.173203,-0.159622
1.1700133,0.017839,0.044046,-0.001634,0.004557,0.022278,-0.104744
1.1750182,0.008262,0.079960,0.029491,0.043778,-0.134155,-0.054726
1.1800232,-0.020468,0.053623,0.048644,0.020466,-0.259567,0.115845
1.1849974,-0.008497,0.075171,0.084557,0.045490,-0.451569,0.042931
1.1900024,0.005868,0.096719,0.122864,0.070853,-0.656273,-0.043480
1.1950073,0.013051,0.089537,0.130047,0.064366,-0.702095,-0.083847
1.2000122,0.010657,0.070383,0.146807,0.047378,-0.810524,-0.067101
1.2050170,0.025022,0.041653,0.153989,0.019346,-0.871452,-0.146072
1.2100219,-0.018074,0.036864,0.156383,0.016043,-0.887642,0.104820
1.2149963,-0.039622,0.044046,0.173143,0.025836,-0.978096,0.228584
1.2200012,-0.070746,0.056018,0.144412,0.035302,-0.804924,0.406677
1.2250062,-0.085112,0.056018,0.108499,0.031631,-0.599281,0.489876
1.2300109,-0.094688,0.029681,0.053433,-0.000338,-0.300514,0.551003
1.2350157,-0.099477,0.010528,0.029491,-0.021779,-0.174774,0.583000
1.2400208,-0.087506,-0.001443,0.007943,-0.036403,-0.058296,0.515900
1.2450256,-0.080323,0.020104,-0.006422,-0.016743,0.037285,0.469574
1.2500000,-0.092294,0.029681,-0.030364,-0.009236,0.180923,0.537102
1.2550049,-0.044410,0.044046,-0.054306,0.001019,0.325874,0.256355
1.2600098,0.003474,0.065595,-0.063883,0.020109,0.392220,-0.024796
1.2650145,0.022628,0.056018,-0.066277,0.009850,0.400314,-0.134277
1.2700194,0.065723,0.048835,-0.090219,-0.000585,0.533348,-0.383171
1.2750243,0.082483,0.005739,-0.104585,-0.045169,0.592422,-0.475578
1.2799987,0.104030,-0.001443,-0.106979,-0.052932,0.602135,-0.600410
1.2850037,0.116001,-0.013414,-0.087825,-0.063231,0.484680,-0.669106
1.2900085,0.118396,-0.015808,-0.073460,-0.064265,0.400208,-0.682861
1.2950132,0.118396,-0.020597,-0.071066,-0.068798,0.383644,-0.682426
1.3000182,0.168674,-0.022991,-0.047124,-0.069471,0.243340,-0.976051
1.3050231,0.192616,-0.011020,-0.030364,-0.056095,0.153297,-1.116554
1.3099976,0.199798,-0.008626,-0.056701,-0.056405,0.306854,-1.158592
1.3150024,0.206981,-0.003838,-0.068672,-0.052865,0.378738,-1.200699
1.3200074,0.168674,-0.008626,-0.047124,-0.055179,0.251671,-0.976936
1.3250123,0.137549,-0.003838,-0.025576,-0.047870,0.130234,-0.795677
1.3300170,0.111213,-0.001443,-0.030364,-0.045581,0.159523,-0.642288
1.3350220,0.084877,0.008134,0.007943,-0.031641,-0.055382,-0.489792
1.3399962,0.029810,0.017711,0.017520,-0.019917,-0.103943,-0.170448
1.3450012,0.005868,0.039258,0.010337,0.001358,-0.049149,-0.034546
1.3500061,0.008262,0.020104,0.017520,-0.016989,-0.102135,-0.045471
1.3550107,-0.006103,-0.018203,0.019914,-0.054417,-0.139259,0.044380
1.3600157,0.005868,-0.046933,0.029491,-0.082275,-0.212738,-0.020950
1.3650206,0.029810,-0.054116,-0.008817,-0.094090,0.004410,-0.160103
1.3700255,0.046570,-0.063693,-0.042335,-0.107445,0.192978,-0.257034
1.3750000,0.044175,-0.070875,-0.061489,-0.116446,0.300148,-0.242004
1.3800049,0.029810,-0.061298,-0.106979,-0.110966,0.570251,-0.159065
1.3850098,0.025022,-0.070875,-0.159651,-0.125203,0.871750,-0.129562
1.3900145,0.029810,-0.099606,-0.174016,-0.155201,0.940643,-0.153481
1.3950195,0.058541,-0.102000,-0.154863,-0.156555,0.827110,-0.322342
1.4000244,0.063329,-0.118759,-0.164440,-0.174202,0.874283,-0.348427
1.4049988,0.104030,-0.109182,-0.188382,-0.167547,1.018959,-0.589569
1.4100037,0.130367,-0.123548,-0.169228,-0.180598,0.899208,-0.743614
1.4150085,0.106425,-0.121154,-0.178805,-0.178679,0.956749,-0.602486
1.4200133,0.068117,-0.140307,-0.202747,-0.199100,1.087807,-0.374008
1.4250182,0.063329,-0.164249,-0.205141,-0.223052,1.089905,-0.342636
1.4300231,0.048964,-0.142701,-0.205141,-0.201268,1.100883,-0.260422
1.4349974,0.075300,-0.173826,-0.190776,-0.231606,1.000320,-0.412453
1.4400024,0.089665,-0.159461,-0.176411,-0.216324,0.923042,-0.499306
1.4450073,0.094454,-0.142701,-0.171622,-0.199298,0.903580,-0.529495
1.4500122,0.041781,-0.128336,-0.193170,-0.185769,1.037949,-0.219955
1.4550170,0.001080,-0.109182,-0.178805,-0.164403,0.964111,0.017242
1.4600219,-0.030045,-0.102000,-0.157257,-0.154435,0.842331,0.199318
1.4649963,-0.032439,-0.113971,-0.121344,-0.162994,0.626068,0.215622
1.4700012,-0.020468,-0.106789,-0.106979,-0.154863,0.545883,0.143784
1.4750062,0.025022,-0.073270,-0.066277,-0.118837,0.326881,-0.129204
1.4800109,0.053752,-0.068481,-0.049518,-0.113091,0.231812,-0.298546
1.4850157,0.048964,-0.054116,-0.013605,-0.095040,0.031898,-0.272362
1.4900208,0.080088,-0.022991,0.031885,-0.059944,-0.212662,-0.458359
1.4950256,0.159097,0.010528,0.058221,-0.024976,-0.344093,-0.922325
1.5000000,0.204587,0.012922,0.108499,-0.017348,-0.631943,-1.187393
1.5050049,0.202193,0.008134,0.115682,-0.021259,-0.676414,-1.173256
1.5100098,0.185433,0.008134,0.079769,-0.025223,-0.469788,-1.075607
1.5150145,0.154309,0.012922,0.053433,-0.023066,-0.314987,-0.894600
1.5200194,0.108819,0.015316,0.031885,-0.022381,-0.189087,-0.629944
1.5250243,0.053752,0.022499,0.007943,-0.016722,-0.046257,-0.310356
1.5299987,0.051358,0.034470,0.015126,-0.004013,-0.080246,-0.297989
1.5350037,0.048964,0.048835,0.039068,0.012874,-0.208786,-0.285965
1.5400085,0.092059,0.056018,0.003154,0.015338,0.001007,-0.536697
1.5450132,0.087271,0.056018,0.015126,0.016680,-0.067589,-0.508942
1.5500182,0.080088,0.048835,0.022308,0.010433,-0.113075,-0.466499
1.5550231,0.036993,0.072777,0.024702,0.035412,-0.111595,-0.219826
1.5599976,0.013051,0.077565,0.029491,0.041273,-0.135696,-0.082039
1.5650024,-0.006103,0.079960,0.046250,0.045966,-0.229706,0.028313
1.5700073,-0.022862,0.087142,0.027097,0.051534,-0.115547,0.123947
1.5750123,-0.085112,0.099113,0.027097,0.065462,-0.107025,0.480904
1.5800170,-0.106659,0.070383,0.060615,0.041326,-0.315720,0.611465
1.5850219,-0.101871,0.067988,0.082163,0.041151,-0.440521,0.584305
1.5899962,-0.101871,0.084748,0.101317,0.059949,-0.539040,0.580650
1.5950012,-0.042016,0.084748,0.108499,0.058706,-0.581360,0.234993
1.6000061,0.005868,0.096719,0.120470,0.070577,-0.642639,-0.043480
1.6050107,0.051358,0.103902,0.120470,0.076604,-0.638634,-0.306938
1.6100157,0.063329,0.087142,0.137230,0.061650,-0.745430,-0.373955
1.6150206,0.094454,0.063200,0.118076,0.035048,-0.652489,-0.551323
1.6200255,0.104030,0.065595,0.113288,0.036709,-0.623642,-0.607033
1.6250000,0.082483,0.065595,0.106105,0.036271,-0.582336,-0.482246
1.6300048,0.123184,0.053623,0.055827,0.018065,-0.302734,-0.716919
1.6350098,0.120790,0.058412,0.043856,0.021560,-0.231125,-0.703461
1.6400145,0.137549,0.065595,0.031885,0.027173,-0.158257,-0.801163
1.6450195,0.104030,0.079960,0.029491,0.041708,-0.135429,-0.608444
1.6500244,0.099242,0.063200,0.019914,0.024111,-0.090797,-0.579063
1.6549988,0.080088,0.063200,0.010337,0.023454,-0.035713,-0.468117
1.6600037,0.101636,0.075171,-0.011211,0.032735,0.094612,-0.594116
1.6650085,0.113607,0.070383,0.015126,0.030509,-0.059158,-0.662941
1.6700133,0.127972,0.060806,0.034279,0.022802,-0.174843,-0.745293
1.6750182,0.104030,0.022499,0.065404,-0.011507,-0.377258,-0.602783
1.6800231,0.084877,0.010528,0.086951,-0.020650,-0.508636,-0.490059
1.6849974,0.089665,-0.018203,0.094134,-0.048464,-0.568939,-0.514839
1.6900024,0.099242,-0.001443,0.089346,-0.032532,-0.530418,-0.572487
1.6950073,0.111213,-0.001443,0.094134,-0.032189,-0.558121,-0.642288
1.7000122,0.113607,-0.011020,0.122864,-0.038427,-0.729950,-0.655350
1.7050170,0.087271,0.005739,0.108499,-0.022994,-0.635727,-0.503479
1.7100219,0.046570,0.015316,0.089346,-0.014826,-0.518745,-0.267632
1.7149963,0.065723,0.012922,0.084557,-0.018162,-0.493057,-0.378815
1.7200012,0.029810,-0.008626,0.048644,-0.042744,-0.299629,-0.166672
1.7250061,0.015445,0.008134,0.058221,-0.024678,-0.343903,-0.085426
1.7300109,0.027416,-0.011020,0.041462,-0.045846,-0.259682,-0.152359
1.7350157,0.027416,-0.030174,0.027097,-0.066435,-0.188751,-0.149574
1.7400206,0.048964,-0.030174,0.003154,-0.069488,-0.050629,-0.275551
1.7450256,0.111213,-0.020597,-0.013605,-0.062919,0.051338,-0.640465
1.7500000,0.125578,-0.046933,-0.071066,-0.095115,0.368622,-0.722092
1.7550049,0.168674,-0.051722,-0.116556,-0.104769,0.629822,-0.974289
1.7600098,0.166280,-0.046933,-0.138103,-0.101959,0.757622,-0.960556
