Keuwl Accelerometer Data File
2023-11-03 01:40:50

Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
3.9849851,0.045490,3.421314,10.031705,10.599177,18.833490,89.238243
3.9899902,0.028730,3.416526,10.079589,10.642913,18.724966,89.518196
3.9949951,0.011971,3.399766,10.089166,10.646587,18.622486,89.798256
4.0000000,-0.021548,3.375824,10.105926,10.654876,18.471930,90.365715
4.0051565,-0.050278,3.378219,10.103531,10.653461,18.489792,90.852676
4.0099792,-0.071826,3.373430,10.105926,10.654338,18.463272,91.219742
4.0149841,-0.093374,3.335123,10.117896,10.653806,18.250244,91.603699
4.0199890,-0.114922,3.344700,10.127473,10.666111,18.286392,91.967873
4.0249939,-0.148441,3.325546,10.180145,10.710586,18.107481,92.555786
4.0299988,-0.150835,3.313575,10.232818,10.757002,17.960300,92.606316
4.0350037,-0.136469,3.277662,10.240001,10.752642,17.763449,92.384201
4.0399780,-0.158017,3.277662,10.259154,10.771178,17.737270,92.760117
4.0449829,-0.162806,3.241749,10.256760,10.758093,17.560400,92.875069
4.0499878,-0.117316,3.220201,10.220847,10.716771,17.498560,92.086433
4.0549927,-0.095768,3.196259,10.141838,10.634007,17.499912,91.716217
4.0599976,-0.064643,3.193865,10.041282,10.537187,17.647879,91.159500
4.0650024,-0.033519,3.203442,9.940725,10.444194,17.862682,90.599487
4.0700073,-0.004788,3.210624,9.852140,10.362084,18.049816,90.085449
4.0749817,-0.033519,3.215413,9.765948,10.281719,18.224916,90.597252
4.0799866,-0.071826,3.227384,9.670180,10.194780,18.460480,91.274918
4.0849915,-0.090980,3.213019,9.591172,10.115451,18.527637,91.621948
4.0899963,-0.105345,3.217807,9.497798,10.028636,18.725445,91.875084
4.0950012,-0.119710,3.174711,9.409213,9.931083,18.656956,92.159454
4.1000061,-0.158017,3.155558,9.339781,9.859717,18.689936,92.866745
4.1049805,-0.177171,3.119645,9.320627,9.830446,18.533356,93.250450
4.1099854,-0.167594,3.088520,9.294291,9.795452,18.407019,93.106026
4.1149902,-0.186748,3.033453,9.351752,9.833208,18.003477,93.522842
4.1199951,-0.198719,3.047819,9.380483,9.865198,18.035273,93.730423
4.1250000,-0.193930,3.047819,9.454702,9.935703,17.901075,93.640778
4.1300049,-0.225055,3.043030,9.507375,9.985032,17.793760,94.229752
4.1349792,-0.272939,3.059790,9.536105,10.018688,17.855711,95.097397
4.1399841,-0.344765,3.162740,9.536105,10.052815,18.449961,96.221153
4.1449890,-0.385466,3.421314,9.452309,10.059827,20.013926,96.428192
4.1499939,-0.414197,3.682282,9.318233,10.027972,21.685816,96.417870
4.1549988,-0.519542,3.885789,9.143456,9.948471,23.207819,97.615456
4.1600037,-0.622492,3.849876,9.069236,9.872188,23.268278,99.184753
4.1649780,-0.758962,3.639187,9.083601,9.814862,22.256962,101.780327
4.1699829,-0.873884,3.416526,9.102755,9.761991,21.176962,104.347580
4.1749878,-0.969652,3.191471,9.138668,9.728358,20.051569,106.900146
4.1799927,-0.984017,2.920926,9.193734,9.696641,18.533859,108.617912
4.1849976,-0.900220,2.655170,9.327810,9.740039,16.729008,108.728928
4.1900024,-0.758962,2.339135,9.572019,9.882870,14.408456,107.976311
4.1950078,-0.584185,2.044648,9.923966,10.149235,12.094208,105.945396
4.1999817,-0.428562,1.800440,10.472239,10.634521,10.022305,103.389061
4.2049866,-0.356736,1.675941,10.929531,11.063033,8.910084,102.016479
4.2099915,-0.320823,1.599327,11.396400,11.512546,8.145506,101.342918
4.2149963,-0.332794,1.515530,11.846510,11.947693,7.462008,102.384972
4.2200012,-0.287304,1.426944,12.332533,12.418136,6.731350,101.383858
4.2250061,-0.282516,1.367089,12.552799,12.630182,6.345666,101.676094
4.2299805,-0.280122,1.333570,12.612655,12.686052,6.166310,101.862732
4.2349854,-0.217872,1.292869,12.543222,12.611559,5.967261,99.565529
4.2399902,-0.148441,1.307234,12.282255,12.352517,6.114011,96.478363
4.2449951,-0.043096,1.350330,11.939884,12.016076,6.455642,91.827965
4.2500000,0.071826,1.364695,11.489774,11.570759,6.782869,86.987213
4.2550049,0.186748,1.419762,10.946290,11.039559,7.453115,82.506645
4.2599792,0.277727,1.458069,10.352529,10.458391,8.159113,79.215706
4.2649841,0.354342,1.539472,9.624691,9.753471,9.320993,77.037926
4.2699890,0.395043,1.623269,9.071630,9.224182,10.434752,76.322220
4.2749939,0.349553,1.738190,8.628703,8.808973,11.611281,78.629372
4.2799988,0.306458,1.838747,8.283937,8.491085,12.681855,80.537682
4.2850041,0.251391,1.922544,8.037335,8.267899,13.562808,82.550293
4.2899780,0.220267,1.953669,7.975086,8.213850,13.848617,83.567345
4.2949829,0.129287,1.999158,7.999028,8.246078,14.060362,86.299797
4.2999878,-0.019154,2.051831,8.056489,8.313686,14.288938,90.534836
4.3049927,-0.225055,2.102109,8.178593,8.447419,14.493398,96.110893
4.3099976,-0.414197,2.140416,8.291121,8.572959,14.732265,100.952072
4.3150029,-0.555455,2.195483,8.401254,8.701135,15.086187,104.197845
4.3200073,-0.682347,2.185906,8.528147,8.830236,15.030216,107.336159
4.3249817,-0.864307,2.171541,8.611943,8.923463,15.183960,111.703316
4.3299866,-0.972046,2.049437,8.734048,9.023783,14.558359,115.374939
4.3349919,-1.074997,1.939303,8.913613,9.185261,13.969178,119.000526
4.3399963,-1.197101,1.829170,9.124303,9.382527,13.473411,123.202751
4.3450012,-1.288081,1.716643,9.306262,9.550525,12.986209,126.882683
4.3500061,-1.376666,1.539472,9.531317,9.752497,12.225791,131.804535
4.3549809,-1.436521,1.405396,9.775525,9.979961,11.617065,135.627472
4.3599854,-1.462857,1.285686,10.046070,10.233106,10.971350,138.688187
4.3649902,-1.455675,1.158794,10.342952,10.508970,10.197865,141.478363
4.3699951,-1.424550,1.022324,10.637438,10.780982,9.360193,144.335007
4.3750000,-1.398214,0.895431,10.838552,10.964990,8.709442,147.364059
4.3800049,-1.364695,0.787692,11.008539,11.120737,8.145700,150.006760
4.3849792,-1.302446,0.730232,11.142614,11.242218,7.632575,150.722321
4.3899841,-1.201889,0.665588,11.221623,11.305413,6.980052,151.022980
4.3949890,-1.089362,0.629675,11.259931,11.330014,6.376090,149.971146
4.3999939,-0.967257,0.675165,11.264719,11.326312,5.977993,145.084198
4.4049993,-0.869095,0.708684,11.233594,11.289429,5.700764,140.805267
4.4100037,-0.732626,0.780510,11.152191,11.203450,5.482943,133.187454
4.4149780,-0.629675,0.897826,10.941502,10.996320,5.723444,125.043259
4.4199829,-0.555455,0.984017,10.721235,10.780617,6.016465,119.443726
4.4249883,-0.469264,1.053449,10.419566,10.483192,6.315810,114.010796
4.4299927,-0.440533,1.151611,10.022128,10.097690,7.013722,110.933670
4.4349976,-0.342371,1.240196,9.459491,9.546584,7.745267,105.432793
4.4400024,-0.275333,1.338359,8.985439,9.088737,8.646542,101.624954
4.4450073,-0.213084,1.465251,8.511387,8.639217,9.868586,98.274223
4.4499817,-0.177171,1.582567,8.054094,8.210015,11.184262,96.387756
4.4549866,-0.064643,1.738190,7.592013,7.788720,12.904222,92.129852
4.4599915,0.004788,1.845930,7.287950,7.518091,14.213304,89.851372
4.4649963,0.062249,1.951274,7.048530,7.313899,15.481411,88.172775
4.4700017,0.138864,2.035071,6.871359,7.167731,16.533836,86.096458
4.4750056,0.172383,2.087744,6.742072,7.060023,17.260683,85.279861
4.4799805,0.148441,2.152387,6.691794,7.030997,17.869841,86.054817
4.4849854,0.088585,2.209848,6.698977,7.054613,18.270309,87.704430
4.4899902,0.028730,2.212242,6.727707,7.082152,18.203623,89.255943
4.4949951,-0.071826,2.224213,6.840234,7.193128,18.021566,91.849594
4.5000000,-0.129287,2.221819,7.098808,7.439507,17.406944,93.330269
4.5050049,-0.213084,2.224213,7.326257,7.659411,16.960913,95.472343
4.5099797,-0.237026,2.217031,7.599196,7.919545,16.352116,96.102394
4.5149841,-0.301669,2.197877,7.855376,8.162634,15.770525,97.815292
4.5199890,-0.342371,2.159570,8.147469,8.435769,15.022511,99.008507
4.5249939,-0.399832,2.140416,8.343793,8.623232,14.626014,100.580956
4.5299988,-0.440533,2.114080,8.473080,8.743939,14.298275,101.770882
4.5350041,-0.471658,2.082955,8.578424,8.840279,13.980166,102.758713
4.5399780,-0.490811,2.020706,8.698134,8.943248,13.445298,103.652252
4.5449829,-0.560243,1.989582,8.750807,8.991603,13.289785,105.726608
4.5499878,-0.586579,1.965640,8.798691,9.034643,13.123337,106.615974
4.5549927,-0.612916,1.953669,8.889671,9.122431,12.970714,107.417969
4.5599980,-0.665588,1.963245,9.021352,9.256464,12.941255,108.727913
4.5650024,-0.708684,1.980005,9.167398,9.405522,12.920163,109.693314
4.5700073,-0.739808,1.977611,9.318233,9.554461,12.767301,110.510422
4.5749817,-0.778116,1.982399,9.461885,9.698590,12.684530,111.430611
4.5799870,-0.861913,2.006341,9.567230,9.813266,12.857054,113.248085
4.5849915,-0.952892,2.068590,9.660604,9.925439,13.265429,114.733078
4.5899963,-1.063026,2.102109,9.732430,10.013445,13.606050,116.825485
4.5950012,-1.115698,2.130840,9.785102,10.076383,13.809984,117.636353
4.6000061,-1.199495,2.166753,9.813833,10.121509,14.163410,118.968529
4.6049805,-1.225831,2.233790,9.825804,10.150807,14.537748,118.756546
4.6099854,-1.244985,2.281674,9.801862,10.140637,14.851755,118.618881
4.6149902,-1.276109,2.331953,9.746795,10.102795,15.255469,118.688705
4.6199951,-1.280898,2.398990,9.674969,10.049919,15.700118,118.099190
4.6250005,-1.300052,2.477999,9.562442,9.963478,16.311419,117.683197
4.6300049,-1.292869,2.578555,9.459491,9.889511,16.958256,116.628853
4.6349792,-1.276109,2.659958,9.380483,9.833478,17.458719,115.629265
4.6399841,-1.254562,2.738967,9.275137,9.752130,17.994093,114.609764
4.6449895,-1.194707,2.810793,9.174581,9.669581,18.412264,113.027557
4.6499939,-1.122881,2.887407,9.143456,9.654056,18.717838,111.250504
4.6549988,-1.070208,2.942474,9.119514,9.642045,18.949158,109.986847
4.6600037,-1.060631,3.016694,9.035717,9.584861,19.488722,109.371025
4.6649776,-1.043872,3.076549,8.983045,9.552483,19.883097,108.742058
4.6699829,-1.046266,3.126827,8.925584,9.515134,20.274906,108.500732
4.6749878,-1.043872,3.181894,8.913613,9.521902,20.590660,108.162918
4.6799927,-1.036689,3.236961,8.906430,9.532950,20.888109,107.758507
4.6849976,-1.027112,3.265691,8.911219,9.546178,21.015171,107.459206
4.6900029,-1.053449,3.280056,8.925584,9.567370,21.105463,107.805351
4.6950073,-1.046266,3.299210,8.959103,9.604425,21.122860,107.595192
4.6999817,-1.053449,3.296816,8.999804,9.642366,21.035122,107.720512
4.7049866,-1.060631,3.289633,9.045294,9.683179,20.912855,107.870171
4.7099915,-1.077391,3.280056,9.121908,9.753397,20.730707,108.183655
4.7149968,-1.086968,3.282450,9.205706,9.833667,20.586611,108.322037
4.7200012,-1.070208,3.260903,9.303867,9.916692,20.248112,108.169518
4.7250061,-1.043872,3.232172,9.425972,10.019259,19.816143,107.898537
4.7299805,-1.041478,3.208230,9.533711,10.112817,19.483858,107.984825
4.7349858,-1.007959,3.177106,9.672575,10.230771,19.013908,107.601990
4.7399902,-0.960075,3.134010,9.770737,10.305875,18.544945,107.031960
4.7449951,-0.945710,3.131616,9.868899,10.396950,18.339096,106.803673
4.7500000,-0.926556,3.122039,9.926360,10.446926,18.163580,106.529793
4.7550049,-0.890643,3.119645,10.010158,10.522770,17.957510,105.933777
4.7599792,-0.878672,3.088520,10.058042,10.558183,17.705935,105.880844
4.7649841,-0.873884,3.081338,10.086772,10.583066,17.616241,105.833618
4.7699890,-0.907402,3.074155,10.122684,10.618030,17.570030,106.445091
4.7749939,-0.943315,3.093309,10.156203,10.658652,17.662550,106.959274
4.7799993,-0.957681,3.098097,10.168175,10.672729,17.688038,107.177376
4.7850037,-1.010353,3.124433,10.172963,10.689812,17.889563,107.919739
4.7899780,-1.010353,3.124433,10.141838,10.660196,17.940964,107.919739
4.7949829,-0.993594,3.138798,10.101137,10.624136,18.052570,107.565300
4.7999878,-0.974440,3.122039,10.060435,10.578706,18.008966,107.334007
4.8049927,-0.972046,3.102885,10.026917,10.540959,17.967110,107.394295
4.8099976,-0.943315,3.088520,10.017340,10.525013,17.868160,106.984055
4.8150024,-0.902614,3.107674,10.010158,10.520247,17.915070,106.195770
4.8200073,-0.861913,3.055001,10.026917,10.517365,17.566422,105.755440
4.8249817,-0.878672,3.019088,10.058042,10.538081,17.360329,106.227051
4.8299866,-0.869095,2.973598,10.084377,10.549516,17.077383,106.292084
4.8349915,-0.857124,2.932897,10.175357,10.624238,16.714586,106.290733
4.8399963,-0.864307,2.913743,10.283096,10.722826,16.465368,106.521996
4.8450017,-0.866701,2.935291,10.412383,10.852872,16.379955,106.450249
4.8500066,-0.883460,2.908955,10.524911,10.955194,16.111515,106.893730
4.8549805,-0.835576,2.920926,10.611102,11.037458,15.977077,105.964005
4.8599854,-0.780510,3.004723,10.632649,11.076588,16.276361,104.561386
4.8649902,-0.739808,3.040636,10.620679,11.072109,16.417406,103.674759
4.8699956,-0.694318,3.059790,10.579977,11.035412,16.518156,102.784889
4.8750000,-0.646434,3.035848,10.548853,10.996024,16.396065,102.020676
4.8800049,-0.596156,2.916138,10.498574,10.912347,15.828561,101.553970
4.8849792,-0.557849,2.760514,10.505757,10.876698,15.006652,101.424561
4.8899846,-0.517148,2.602497,10.520123,10.849582,14.155885,101.238960
4.8949890,-0.476446,2.477999,10.539276,10.837150,13.464672,100.883476
4.8999939,-0.438139,2.379837,10.603919,10.876520,12.854874,100.431610
4.9049988,-0.414197,2.267309,10.704475,10.949797,12.151125,100.352760
4.9100037,-0.385466,2.205060,10.814610,11.043851,11.694401,99.915680
4.9149780,-0.361524,2.138022,10.867282,11.081500,11.284145,99.597527
4.9199829,-0.351948,2.078167,10.891224,11.093305,10.952942,99.612114
4.9249878,-0.354342,2.037466,10.824186,11.019975,10.816470,99.865807
4.9299927,-0.402226,2.013524,10.723629,10.918438,10.839503,101.296829
4.9349980,-0.464475,2.001553,10.575189,10.772955,10.995459,103.064674
4.9400024,-0.524330,2.032677,10.407595,10.617190,11.403580,104.464172
4.9450073,-0.648829,2.049437,10.120291,10.346085,11.992188,107.567207
4.9499817,-0.725443,2.042254,9.895236,10.129796,12.353951,109.555901
4.9549870,-0.770933,2.020706,9.646238,9.885722,12.637241,110.882683
4.9599915,-0.869095,2.011129,9.397242,9.649255,13.123578,113.371246
4.9649963,-1.031901,2.006341,9.131485,9.406075,13.878347,117.217659
4.9700012,-1.158794,1.980005,8.975863,9.264412,14.337466,120.338211
4.9750061,-1.216254,1.951274,8.868123,9.161351,14.535367,121.935822
4.9799805,-1.323994,1.912967,8.856153,9.156628,14.718682,124.687698
4.9849854,-1.359907,1.874660,8.927979,9.223475,14.542306,125.957695
4.9899902,-1.364695,1.805228,9.196129,9.470482,13.824855,127.088120
4.9949951,-1.328782,1.771709,9.433155,9.689635,13.212147,126.869896
5.0000000,-1.285686,1.757344,9.715671,9.956681,12.632183,126.189484
5.0050049,-1.187524,1.769315,10.014946,10.239132,12.011732,123.868614
5.0099792,-1.043872,1.786075,10.381259,10.585380,11.270104,120.304169
5.0149841,-0.909797,1.869871,10.611102,10.812939,11.087753,115.945503
5.0199890,-0.780510,1.900996,10.745177,10.939919,10.826947,112.322037
5.0249944,-0.708684,1.965640,10.773908,10.974655,10.975673,109.826057
5.0299988,-0.584185,2.023100,10.694899,10.900232,11.138692,106.106468
5.0350037,-0.505177,2.032677,10.534488,10.740689,11.245141,103.956818
5.0399780,-0.407014,2.047042,10.321404,10.530310,11.431769,101.245483
5.0449834,-0.272939,2.011129,10.053253,10.256073,11.413542,97.728638
5.0499878,-0.064643,1.956063,9.718064,9.913179,11.386537,91.892807
5.0549927,0.141258,1.891419,9.490616,9.678286,11.301602,85.728874
5.0599976,0.294487,1.884237,9.287108,9.480899,11.604373,81.117119
5.0650024,0.497994,1.838747,9.085996,9.283550,11.841238,74.845932
5.0700078,0.667982,1.798046,8.884883,9.089572,12.182365,69.619736
5.0749817,0.845153,1.711854,8.676587,8.884137,12.409106,63.724155
5.0799866,0.933739,1.663970,8.559271,8.769366,12.567023,60.700993
5.0849915,1.010353,1.604115,8.437167,8.647531,12.663704,57.795193
5.0899968,1.053449,1.527501,8.389283,8.592036,12.471851,55.407711
5.0950012,1.149217,1.429338,8.384495,8.582742,12.338650,51.200020
5.1000061,1.180341,1.338359,8.453926,8.640213,11.919272,48.589897
5.1049805,1.209072,1.233014,8.568848,8.741128,11.394301,45.561707
5.1099854,1.204283,1.170765,8.748413,8.908183,10.867814,44.191444
5.1149902,1.134852,1.094150,9.047688,9.183992,9.883578,43.953899
5.1199951,1.091756,1.132457,9.351752,9.483125,9.548102,46.048351
5.1250000,0.969652,1.154005,9.667787,9.784582,8.861599,49.961376
5.1300049,0.852336,1.072602,9.940725,10.034689,7.847029,51.527843
5.1349792,0.770933,1.046266,10.146626,10.229518,7.298933,53.615650
5.1399841,0.689530,1.063026,10.323798,10.401264,6.997146,57.030598
5.1449890,0.596156,1.125275,10.350134,10.428179,7.014170,62.085926
5.1499939,0.507571,1.204283,10.283096,10.365809,7.242888,67.145981
5.1549988,0.416591,1.278504,10.151415,10.240086,7.545534,71.952179
5.1600041,0.270545,1.429338,9.871294,9.977908,8.383259,79.281868
5.1649780,0.181959,1.515530,9.603143,9.723698,9.031591,83.153656
5.1699829,0.045490,1.570596,9.301474,9.433252,9.588187,88.340981
5.1749878,-0.076614,1.651999,9.002198,9.152843,10.409625,92.655296
5.1799932,-0.258574,1.745373,8.664616,8.842441,11.510076,98.426971
5.1849976,-0.395043,1.845930,8.458714,8.666797,12.580515,102.079529
5.1900024,-0.524330,1.920150,8.291121,8.526698,13.499549,105.273254
5.1950073,-0.598550,2.015918,8.118738,8.386662,14.521495,106.536797
5.1999822,-0.689530,2.126051,7.912837,8.222441,15.772949,107.969139
5.2049866,-0.746991,2.238579,7.800309,8.149482,16.832769,108.453331
5.2099915,-0.775721,2.319981,7.714118,8.092692,17.594395,108.488152
5.2149963,-0.811634,2.387019,7.625533,8.031523,18.295446,108.779060
5.2200012,-0.816423,2.461239,7.563283,7.995467,18.924576,108.351303
5.2250061,-0.792481,2.499547,7.503428,7.948408,19.262608,107.591209
5.2299805,-0.792481,2.552219,7.472303,7.935815,19.679279,107.249916
5.2349854,-0.768539,2.580950,7.448361,7.920230,19.877394,106.582146
5.2399902,-0.725443,2.597709,7.405266,7.881137,20.012339,105.603065
5.2449951,-0.651223,2.602497,7.381324,7.853727,19.973644,104.048645
5.2500000,-0.579397,2.597709,7.378930,7.844259,19.834097,102.573532
5.2550049,-0.512359,2.607286,7.393295,7.856288,19.768450,101.117561
5.2599792,-0.445322,2.583344,7.405266,7.855567,19.493839,99.780632
5.2649841,-0.354342,2.566584,7.477092,7.913269,19.112009,97.860550
5.2699890,-0.351948,2.576161,7.558495,7.993204,18.983004,97.779419
5.2749939,-0.351948,2.568978,7.635109,8.063399,18.758097,97.800903
5.2799988,-0.363919,2.576161,7.759608,8.184165,18.535923,98.040627
5.2850037,-0.363919,2.585738,7.912837,8.332554,18.262791,98.011230
5.2899780,-0.378284,2.592921,8.051701,8.467361,18.027107,98.300385
5.2949829,-0.373495,2.609680,8.188169,8.602096,17.846542,98.144821
5.2999878,-0.366313,2.600103,8.279149,8.685565,17.596733,98.019279
5.3049927,-0.349553,2.600103,8.372523,8.773931,17.398140,97.656837
5.3099976,-0.347159,2.643199,8.449138,8.859737,17.511698,97.482430
5.3150029,-0.308852,2.636016,8.537724,8.940732,17.268438,96.682663
5.3200073,-0.304064,2.667141,8.564059,8.974920,17.403667,96.503845
5.3249817,-0.280122,2.707842,8.667010,9.084489,17.437408,95.906143
5.3299866,-0.251391,2.779668,8.772355,9.205648,17.648983,95.167732
5.3349919,-0.275333,2.813187,8.848969,9.289461,17.715050,95.589867
5.3399963,-0.248997,2.825158,8.920795,9.360775,17.636566,95.036781
5.3450012,-0.258574,2.822764,8.987833,9.424224,17.504227,95.233864
5.3500061,-0.239420,2.820370,9.083601,9.514390,17.307407,94.852188
5.3549809,-0.251391,2.806004,9.129091,9.553908,17.150251,95.119484
5.3599854,-0.275333,2.827552,9.160215,9.590642,17.230629,95.561646
5.3649902,-0.284910,2.813187,9.232041,9.655350,17.028704,95.783005
5.3699951,-0.318429,2.832341,9.311050,9.737515,17.019747,96.414604
5.3750000,-0.308852,2.822764,9.385271,9.805442,16.833725,96.244164
5.3800054,-0.241814,2.777274,9.500193,9.900777,16.354044,94.976135
5.3849792,-0.203507,2.791639,9.557653,9.959086,16.323160,94.169418
5.3899841,-0.239420,2.827552,9.586384,9.997557,16.489317,94.839920
5.3949890,-0.210690,2.844312,9.629479,10.042976,16.498482,94.236397
5.3999939,-0.150835,2.822764,9.641450,10.047303,16.340685,93.058701
5.4049988,-0.134075,2.827552,9.593566,10.002477,16.439516,92.714783
5.4100037,-0.114922,2.856283,9.536105,9.955343,16.686909,92.304039
5.4149780,-0.038307,2.863465,9.466674,9.890340,16.830870,90.766457
5.4199829,-0.023942,2.908955,9.447520,9.885253,17.114487,90.471558
5.4249878,0.002394,2.956839,9.416395,9.869721,17.432793,89.953606
5.4299927,0.021548,2.971204,9.425972,9.883191,17.496050,89.584488
5.4349976,-0.007183,3.069367,9.380483,9.869880,18.118555,90.134079
5.4400024,-0.040701,3.148375,9.385271,9.899356,18.545954,90.740662
5.4450073,-0.069432,3.215413,9.402030,9.936894,18.884331,91.237022
5.4499817,-0.098162,3.289633,9.418790,9.977221,19.260349,91.709190
5.4549866,-0.146046,3.394978,9.464279,10.055833,19.750498,92.463249
5.4599915,-0.167594,3.464410,9.493010,10.106802,20.070786,92.769577
5.4649963,-0.227449,3.517082,9.457097,10.092486,20.439196,93.700157
5.4700017,-0.246603,3.497929,9.433155,10.063833,20.391743,94.032661
5.4750056,-0.258574,3.485958,9.421184,10.048754,20.356321,94.242195
5.4799805,-0.217872,3.466804,9.411607,10.032175,20.258135,93.596039
5.4849854,-0.124498,3.430891,9.437943,10.042973,19.989384,92.078209
5.4899898,-0.043096,3.394978,9.500193,10.088676,19.666264,90.727272
5.4949951,0.035913,3.399766,9.586384,10.171453,19.527828,89.394783
5.5000000,0.134075,3.342306,9.756371,10.313863,18.924385,87.702835
5.5050049,0.208296,3.306392,9.885659,10.426019,18.527359,86.395256
5.5099797,0.277727,3.227384,10.026917,10.537182,17.903654,85.081619
5.5149841,0.328006,3.153164,10.189722,10.671479,17.281721,84.061203
5.5199890,0.361524,3.062184,10.369287,10.818031,16.560575,83.266769
5.5249939,0.426168,3.031059,10.453085,10.892012,16.321081,81.996658
5.5299988,0.533907,3.035848,10.484209,10.927949,16.383745,80.025536
5.5350041,0.603339,3.066972,10.484209,10.940246,16.601385,78.870811
5.5399780,0.675165,3.117251,10.431537,10.908257,17.001453,77.779083
5.5449829,0.737414,3.193865,10.352529,10.859070,17.569181,76.999107
5.5499878,0.739808,3.258508,10.232818,10.764560,18.083984,77.208473
5.5549927,0.684742,3.299210,10.120291,10.666487,18.415009,78.274887
5.5599976,0.615310,3.272874,10.017340,10.556392,18.389111,79.352509
5.5650024,0.464475,3.208230,9.952697,10.467314,18.040874,81.762177
5.5700073,0.335188,3.086126,9.969456,10.441579,17.295465,83.801331
5.5749817,0.181959,2.916138,10.031705,10.448545,16.238607,86.429520
5.5799866,0.028730,2.753332,10.180145,10.545948,15.134974,89.402153
5.5849915,-0.136469,2.501941,10.448297,10.744544,13.485718,93.122131
5.5899963,-0.292093,2.291251,10.747571,10.992972,12.129137,97.264977
5.5950012,-0.409408,2.068590,11.113884,11.312166,10.743435,101.195114
5.6000061,-0.488417,1.833959,11.516110,11.671451,9.358366,104.912796
5.6049805,-0.524330,1.606509,12.045229,12.163196,7.986279,108.075569
5.6099854,-0.512359,1.347936,12.461820,12.544974,6.600637,110.812126
5.6149902,-0.483629,1.170765,12.864046,12.926263,5.623785,112.444931
5.6199951,-0.459687,1.029507,13.187263,13.235373,4.886718,114.061317
5.6250005,-0.402226,0.933739,13.400347,13.438860,4.338740,113.304893
5.6300049,-0.351948,0.916979,13.464991,13.500767,4.172088,110.997398
5.6349792,-0.316035,0.955287,13.318944,13.356898,4.320329,108.305611
5.6399841,-0.268151,1.005565,12.988544,13.030171,4.581035,104.931419
5.6449895,-0.248997,1.096544,12.502522,12.552986,5.139307,102.793449
5.6499939,-0.237026,1.259350,11.705252,11.775189,6.247769,100.659111
5.6549988,-0.248997,1.407791,10.960655,11.053499,7.431363,100.030212
5.6600037,-0.232238,1.584962,10.263943,10.388193,8.870550,98.335983
5.6649776,-0.239420,1.750161,9.567230,9.728940,10.461080,97.789650
5.6699829,-0.282516,1.977611,8.722076,8.947926,12.900414,98.130104
5.6749878,-0.318429,2.173935,8.173804,8.463951,15.045564,98.333183
5.6799927,-0.371101,2.317587,7.733272,8.081610,16.883465,99.097206
5.6849976,-0.383072,2.408567,7.422025,7.812451,18.190258,99.036957
5.6900029,-0.339977,2.408567,7.151481,7.553837,18.784788,98.034393
5.6950068,-0.301669,2.382231,7.007828,7.407813,18.914202,97.217133
5.6999817,-0.210690,2.348712,7.022193,7.407566,18.562708,95.125961
5.7049866,-0.131681,2.284068,7.144298,7.501687,17.756933,93.299561
5.7099915,-0.059855,2.221819,7.383718,7.710989,16.752684,91.543152
5.7150044,0.002394,2.114080,7.793127,8.074785,15.177635,89.935112
5.7201309,-0.009577,2.027889,8.149862,8.398374,13.973012,90.270576
5.7251358,-0.110133,1.936909,8.516175,8.734357,12.833336,93.254349
5.7301097,-0.220267,1.807622,8.880095,9.064882,11.588675,96.947487
5.7349329,-0.330400,1.680730,9.267955,9.424914,10.471213,101.121460
5.7401199,-0.383072,1.517924,9.782708,9.907180,9.091871,104.163757
5.7451248,-0.407014,1.350330,10.192117,10.289232,7.878309,106.773773
5.7501297,-0.392649,1.187524,10.635044,10.708340,6.707533,108.296219
5.7551341,-0.339977,1.036689,11.140221,11.193517,5.593384,108.156624
5.7601089,-0.282516,0.933739,11.499351,11.540656,4.849049,106.833931
5.7651138,-0.246603,0.857124,11.820174,11.853775,4.315067,106.051025
5.7701187,-0.213084,0.797269,12.042834,12.071077,3.920165,104.963539
5.7751231,-0.213084,0.780510,12.215217,12.241982,3.789409,105.269989
5.7801285,-0.225055,0.811634,12.227188,12.256163,3.940543,105.497955
5.7851334,-0.256180,0.859518,12.181698,12.214670,4.210823,106.596695
5.7901073,-0.282516,0.914585,12.023681,12.061724,4.551823,107.165947
5.7951121,-0.328006,1.007959,11.805809,11.853298,5.130493,108.025703
5.8001170,-0.371101,1.149217,11.415554,11.479256,6.038906,107.896133
5.8051224,-0.402226,1.283292,11.030087,11.111771,6.951499,107.402702
5.8101273,-0.418985,1.453280,10.620679,10.727833,8.104913,106.082436
5.8151321,-0.438139,1.570596,10.132261,10.262625,9.142133,105.587158
5.8201370,-0.459687,1.742979,9.514558,9.683806,10.727833,104.774551
5.8251114,-0.481235,1.896208,9.054871,9.263794,12.191474,104.240326
5.8301163,-0.469264,1.991976,8.599973,8.840119,13.385507,103.255875
5.8351212,-0.397437,2.085350,8.195353,8.465839,14.522422,100.790344
5.8401256,-0.272939,2.231396,7.788338,8.106284,16.100275,96.973640
5.8451304,-0.102951,2.341529,7.522582,7.879251,17.305330,92.517517
5.8501358,0.071826,2.403779,7.292738,7.679019,18.250473,88.288483
5.8551102,0.237026,2.516306,7.110779,7.546599,19.567175,84.618843
5.8601146,0.375890,2.600103,6.969521,7.448225,20.653727,81.773903
5.8651195,0.514753,2.695871,6.837840,7.368090,21.869566,79.189987
5.8701248,0.615310,2.758120,6.749255,7.316986,22.719131,77.423805
