Keuwl Accelerometer Data File
2023-11-03 01:51:20

Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
1.1798141,0.276814,-0.469474,-0.008036,-0.069943,-2.342360,-25.599953
1.1998338,0.243296,-0.507781,0.023088,-0.043589,-2.657487,-25.831345
1.2198226,0.236113,-0.550877,0.061396,-0.008459,-2.882109,-27.606064
1.2398117,0.221748,-0.464685,0.121251,0.055623,-2.614321,-22.840919
1.2598313,0.343852,-0.469474,0.051819,-0.005681,-2.091007,-28.421574
1.2798202,0.331881,-0.419195,-0.010430,-0.065031,-1.902966,-25.788483
1.2998093,0.379765,-0.440743,0.030272,-0.022486,-1.809917,-28.577312
1.3198289,0.307939,-0.491022,0.097309,0.035649,-2.356058,-27.919094
1.3398178,0.231325,-0.464685,0.090126,0.025207,-2.560273,-23.299484
1.3598374,0.279209,-0.498204,0.025483,-0.038273,-2.468297,-27.012505
1.3798264,0.281603,-0.426378,0.109280,0.050097,-2.208083,-23.956566
1.3998152,0.336670,-0.469474,0.094914,0.036686,-2.146770,-28.133080
1.4198350,0.279209,-0.476656,0.006330,-0.055956,-2.369974,-26.027119
1.4398240,0.216959,-0.495810,-0.012824,-0.080234,-2.696904,-24.013180
1.4598129,0.295968,-0.510175,0.023088,-0.040275,-2.442613,-28.302135
1.4798325,0.327093,-0.409619,0.126040,0.071081,-1.964177,-25.199833
1.4998215,0.377371,-0.467079,0.049425,-0.005397,-1.933660,-29.621243
1.5198107,0.238507,-0.479051,0.008723,-0.056363,-2.549394,-24.279472
1.5398301,0.240901,-0.541300,0.068579,-0.000447,-2.827036,-27.348740
1.5598190,0.238507,-0.498204,0.149981,0.083109,-2.703277,-25.157284
1.5798082,0.303151,-0.471868,0.049425,-0.011113,-2.273628,-26.850132
1.5998276,0.298362,-0.397648,-0.048738,-0.103942,-1.926409,-23.511890
1.6198165,0.358217,-0.464685,0.032665,-0.023361,-1.998641,-28.778328
1.6398361,0.269632,-0.486233,0.104491,0.040533,-2.502440,-26.035183
1.6598251,0.233719,-0.488627,0.104491,0.038105,-2.659530,-24.488567
1.6798141,0.281603,-0.502993,0.023088,-0.040799,-2.476031,-27.341263
1.6998336,0.267238,-0.431166,0.042242,-0.017912,-2.248065,-23.518715
1.7198226,0.317516,-0.471868,0.047030,-0.012495,-2.211164,-27.454365
1.7398117,0.305545,-0.479051,0.056607,-0.004268,-2.296322,-27.273754
1.7598312,0.272026,-0.443137,0.047030,-0.013661,-2.282378,-24.239197
1.7798202,0.305545,-0.498204,0.042242,-0.019795,-2.364396,-28.149254
1.7998093,0.281603,-0.476656,0.099703,0.037170,-2.411093,-26.132614
1.8198289,0.334275,-0.457503,0.068579,0.011099,-2.094684,-27.510273
1.8398178,0.286391,-0.443137,0.015906,-0.043685,-2.206313,-24.873146
1.8598374,0.300756,-0.426378,0.008723,-0.048683,-2.072932,-24.786335
1.8798263,0.327093,-0.426378,0.003935,-0.051595,-1.961124,-25.890156
1.8998153,0.272026,-0.479051,0.061396,-0.001760,-2.439951,-25.816139
1.9198350,0.269632,-0.505387,0.126040,0.060788,-2.591143,-26.923000
1.9398240,0.307939,-0.479051,0.087732,0.026883,-2.303380,-27.374954
1.9598128,0.322304,-0.450320,0.006330,-0.051219,-2.080681,-26.708221
1.9798325,0.327093,-0.443137,-0.020007,-0.076589,-2.015695,-26.597286
1.9998215,0.307939,-0.445532,0.063790,0.005283,-2.154515,-25.901443
2.0198107,0.298362,-0.476656,0.166741,0.105041,-2.377603,-26.860085
2.0398300,0.298362,-0.450320,0.116463,0.056726,-2.243502,-25.699753
2.0598190,0.272026,-0.438349,-0.034372,-0.094358,-2.216021,-24.035530
2.0798082,0.255267,-0.479051,-0.058314,-0.122052,-2.444240,-25.057953
2.0998278,0.257661,-0.507781,0.047030,-0.018826,-2.609776,-26.494835
2.1198165,0.374977,-0.464685,0.188289,0.132740,-2.016380,-29.425323
2.1398361,0.339064,-0.467079,0.092521,0.034634,-2.125759,-28.123764
2.1598251,0.300756,-0.450320,-0.017612,-0.076558,-2.157533,-25.802246
2.1798141,0.291180,-0.464685,-0.015219,-0.075806,-2.258383,-26.017365
2.1998339,0.283997,-0.457503,0.047030,-0.013844,-2.293588,-25.388908
2.2198229,0.286391,-0.455108,0.092521,0.031763,-2.299094,-25.389290
2.2398114,0.348641,-0.502993,0.059002,-0.000335,-2.203092,-30.129116
2.2598312,0.281603,-0.469474,0.092521,0.030489,-2.377859,-25.811371
2.2798202,0.307939,-0.483839,0.061396,0.000356,-2.307813,-27.591461
2.2998092,0.250478,-0.433561,0.018300,-0.042994,-2.311529,-22.857586
2.3198287,0.272026,-0.479051,-0.000854,-0.063742,-2.405986,-25.816139
2.3398178,0.269632,-0.498204,0.037454,-0.026986,-2.515320,-26.586948
2.3598373,0.331881,-0.476656,0.128433,0.069235,-2.214390,-28.258919
2.3798263,0.341458,-0.455108,0.087732,0.030839,-2.065608,-27.696251
2.3998156,0.276814,-0.445532,0.023088,-0.037342,-2.259598,-24.554462
2.4198351,0.250478,-0.457503,-0.017612,-0.080396,-2.394725,-23.881626
2.4398239,0.200200,-0.476656,0.049425,-0.017985,-2.713123,-22.313824
2.4598129,0.252872,-0.498204,0.142798,0.076852,-2.640676,-25.826118
2.4798324,0.317516,-0.486233,0.097309,0.036621,-2.296178,-28.100948
2.4998214,0.310333,-0.464685,0.063790,0.004159,-2.222337,-26.835468
2.5198104,0.336670,-0.459897,-0.015219,-0.072276,-2.045205,-27.711746
2.5398300,0.300756,-0.459897,-0.003247,-0.062911,-2.205251,-26.218876
2.5598190,0.257661,-0.481445,0.075761,0.011456,-2.516895,-25.275799
2.5798082,0.243296,-0.486233,0.097309,0.031699,-2.606876,-24.830025
2.5998275,0.276814,-0.488627,0.092521,0.028931,-2.475845,-26.464676
2.6198165,0.336670,-0.447926,0.042242,-0.014288,-2.030980,-27.193027
2.6398361,0.310333,-0.438349,0.047030,-0.010736,-2.105452,-25.696110
2.6598251,0.319910,-0.431166,0.011118,-0.045298,-2.015113,-25.793629
2.6798141,0.274420,-0.467079,0.030272,-0.031805,-2.363522,-25.387352
2.6998339,0.279209,-0.514964,0.106886,0.041752,-2.578530,-27.801830
2.7198229,0.255267,-0.493416,0.097309,0.031998,-2.587492,-25.714020
2.7398114,0.310333,-0.438349,0.023088,-0.034562,-2.091631,-25.696110
2.7598312,0.310333,-0.416801,0.013512,-0.042572,-1.996356,-24.796173
2.7798202,0.286391,-0.479051,0.037454,-0.024643,-2.366765,-26.450264
2.7998092,0.276814,-0.476656,0.080549,0.017782,-2.420621,-25.921227
2.8198287,0.358217,-0.486233,0.092521,0.034793,-2.116276,-29.737503
2.8398178,0.283997,-0.450320,0.047030,-0.013357,-2.263710,-25.076962
2.8598373,0.267238,-0.464685,0.006330,-0.055956,-2.369974,-24.960186
2.8798263,0.245690,-0.452714,0.082944,0.019748,-2.448309,-23.452076
2.8998156,0.312727,-0.502993,0.116463,0.054298,-2.392673,-28.673485
2.9198351,0.291180,-0.471868,0.054214,-0.007164,-2.326669,-26.336178
2.9398239,0.339064,-0.457503,-0.017612,-0.074321,-2.023881,-27.703972
2.9598131,0.298362,-0.426378,0.044637,-0.013109,-2.103575,-24.683872
2.9798324,0.269632,-0.476656,0.111674,0.048304,-2.467109,-25.601151
2.9998214,0.281603,-0.474262,0.073367,0.011105,-2.387035,-26.025139
3.0198104,0.300756,-0.471868,0.003935,-0.056561,-2.258169,-26.748104
3.0398300,0.252872,-0.486233,0.023088,-0.041614,-2.528345,-25.274128
3.0598190,0.260055,-0.464685,0.109280,0.046083,-2.455421,-24.635353
3.0798082,0.339064,-0.467079,0.104491,0.046547,-2.132567,-28.123764
3.0998275,0.281603,-0.419195,0.011118,-0.047092,-2.121573,-23.659184
3.1198165,0.279209,-0.505387,-0.022401,-0.086407,-2.471233,-27.348297
3.1398361,0.238507,-0.486233,0.037454,-0.028215,-2.594986,-24.605419
3.1598251,0.315122,-0.505387,0.111674,0.049549,-2.388938,-28.884991
3.1798141,0.286391,-0.481445,0.152376,0.089626,-2.438990,-26.558510
3.1998339,0.324698,-0.467079,0.087732,0.028839,-2.184513,-27.539059
3.2198226,0.295968,-0.409619,-0.005642,-0.062107,-2.013061,-23.891392
3.2398117,0.295968,-0.455108,-0.022401,-0.081981,-2.194643,-25.804478
3.2598312,0.226536,-0.510175,0.039848,-0.028083,-2.745563,-25.150570
3.2798202,0.252872,-0.529329,0.121251,0.053489,-2.755021,-27.311954
3.2998095,0.319910,-0.493416,0.195472,0.134059,-2.367640,-28.528431
3.3198290,0.336670,-0.423984,0.037454,-0.017388,-1.931264,-26.181564
3.3398175,0.315122,-0.431166,-0.142111,-0.198093,-1.943791,-25.593994
3.3598373,0.216959,-0.483839,-0.060708,-0.127156,-2.620247,-23.464340
3.3798263,0.252872,-0.505387,0.221807,0.155107,-2.710202,-26.162445
3.3998153,0.343852,-0.495810,0.262509,0.202340,-2.310050,-29.608562
3.4198349,0.317516,-0.452714,0.006330,-0.051722,-2.110670,-26.612965
3.4398239,0.250478,-0.435955,-0.130140,-0.190928,-2.237980,-22.958225
3.4598129,0.240901,-0.445532,0.003935,-0.058733,-2.393369,-22.920292
3.4798324,0.272026,-0.476656,0.166741,0.103293,-2.486721,-25.708241
3.4998214,0.272026,-0.488627,0.152376,0.088223,-2.527630,-26.251774
3.5198104,0.293574,-0.474262,-0.012824,-0.073895,-2.288915,-26.546768
3.5398300,0.252872,-0.455108,-0.034372,-0.096766,-2.365453,-23.887650
3.5598190,0.298362,-0.450320,0.020695,-0.038597,-2.189487,-25.699753
3.5798082,0.274420,-0.450320,0.087732,0.026525,-2.325475,-24.654217
3.5998275,0.315122,-0.483839,0.114068,0.053290,-2.306299,-27.892620
3.6198165,0.283997,-0.474262,0.114068,0.051788,-2.399197,-26.130249
3.6398361,0.283997,-0.467079,0.025483,-0.035934,-2.321172,-25.810200
3.6598251,0.260055,-0.428772,-0.039161,-0.099238,-2.220278,-23.094685
3.6798141,0.279209,-0.483839,-0.010430,-0.073111,-2.390183,-26.351952
3.6998339,0.233719,-0.505387,0.154770,0.087138,-2.754824,-25.267189
3.7198226,0.272026,-0.505387,0.118856,0.053790,-2.577316,-27.029953
3.7398114,0.307939,-0.438349,0.015906,-0.041877,-2.097461,-25.595058
3.7598312,0.334275,-0.431166,-0.000854,-0.056179,-1.947849,-26.384190
3.7798202,0.286391,-0.450320,0.070972,0.010636,-2.267253,-25.181702
3.7998092,0.300756,-0.486233,0.116463,0.054530,-2.378260,-27.395767
3.8198285,0.264843,-0.493416,0.054214,-0.010305,-2.524888,-26.149681
3.8398175,0.185835,-0.459897,-0.024796,-0.091636,-2.655754,-20.852097
3.8598373,0.248084,-0.488627,0.027877,-0.037304,-2.560651,-25.162468
3.8798263,0.305545,-0.469474,0.104491,0.044025,-2.284568,-26.845207
3.8998156,0.351035,-0.467079,0.087732,0.030742,-2.071308,-28.601231
3.9198351,0.295968,-0.483839,0.042242,-0.019537,-2.348278,-27.081856
3.9398239,0.248084,-0.512569,0.025483,-0.041198,-2.658374,-26.281559
3.9598131,0.298362,-0.476656,0.051819,-0.009372,-2.314452,-26.860085
3.9798324,0.295968,-0.447926,0.097309,0.037661,-2.232820,-25.493652
3.9998214,0.286391,-0.488627,0.047030,-0.015727,-2.410872,-26.885612
4.0198107,0.245690,-0.467079,0.030272,-0.033664,-2.481019,-24.080570
4.0398297,0.279209,-0.476656,0.042242,-0.020200,-2.389707,-26.027119
4.0598187,0.286391,-0.481445,0.133222,0.070554,-2.428655,-26.558510
4.0798082,0.336670,-0.459897,0.020695,-0.036539,-2.066195,-27.711746
4.0998278,0.291180,-0.447926,0.023088,-0.036541,-2.210669,-25.286808
4.1198168,0.250478,-0.500598,0.063790,-0.002144,-2.619253,-25.827412
4.1398358,0.231325,-0.476656,0.116463,0.050652,-2.624993,-23.831764
4.1598248,0.291180,-0.500598,0.059002,-0.004243,-2.444905,-27.646618
4.1798139,0.240901,-0.462291,0.001541,-0.062255,-2.464324,-23.646042
4.1998339,0.300756,-0.471868,0.047030,-0.013661,-2.282378,-26.748104
4.2198229,0.329487,-0.471868,0.126040,0.066993,-2.204578,-27.947685
4.2398119,0.303151,-0.450320,0.118856,0.059436,-2.225071,-25.904366
4.2598310,0.245690,-0.486233,-0.003247,-0.068298,-2.543888,-24.941689
4.2798200,0.243296,-0.481445,-0.005642,-0.070524,-2.532292,-24.612247
4.2998090,0.264843,-0.491022,0.039848,-0.024458,-2.507379,-26.039310
4.3198290,0.315122,-0.452714,0.102098,0.043421,-2.175599,-26.513042
4.3398180,0.384554,-0.479051,0.070972,0.015807,-1.959904,-30.420761
4.3598375,0.291180,-0.457503,0.061396,0.000940,-2.271872,-25.702000
4.3798265,0.260055,-0.500598,0.047030,-0.018223,-2.570454,-26.266380
4.3998151,0.214565,-0.495810,0.070972,0.003098,-2.749760,-23.896179
4.4198346,0.319910,-0.471868,0.063790,0.004355,-2.210421,-27.553764
4.4398236,0.327093,-0.438349,0.066184,0.009505,-2.046719,-26.393509
4.4598126,0.300756,-0.412013,0.039848,-0.016687,-2.030603,-24.193970
4.4798326,0.207383,-0.471868,0.049425,-0.017249,-2.664196,-22.457230
4.4998217,0.185835,-0.541300,0.027877,-0.044301,-3.037227,-24.642189
4.5198102,0.262449,-0.541300,0.051819,-0.015772,-2.725801,-28.339016
4.5398302,0.382159,-0.471868,0.099703,0.044675,-1.960446,-30.012791
4.5598192,0.403707,-0.419195,0.051819,0.002321,-1.635046,-28.575119
4.5798082,0.281603,-0.445532,0.008723,-0.051321,-2.231860,-24.765797
4.5998273,0.166681,-0.467079,0.042242,-0.026413,-2.795134,-20.173756
4.6198163,0.264843,-0.526935,0.066184,-0.000455,-2.666203,-27.739391
4.6398358,0.281603,-0.505387,0.138010,0.073495,-2.546942,-27.453579
4.6598248,0.288785,-0.462291,0.102098,0.040977,-2.324028,-25.807884
4.6798139,0.286391,-0.443137,-0.031978,-0.091345,-2.178945,-24.873146
4.6998339,0.343852,-0.443137,0.006330,-0.049168,-1.959972,-27.277374
4.7198229,0.305545,-0.483839,0.102098,0.040709,-2.340582,-27.490311
4.7398119,0.236113,-0.512569,0.090126,0.022446,-2.741604,-25.721016
4.7598310,0.231325,-0.512569,0.047030,-0.020782,-2.739450,-25.493652
4.7798204,0.231325,-0.476656,0.059002,-0.006578,-2.594872,-23.831764
4.7998090,0.288785,-0.452714,0.073367,0.013019,-2.268685,-25.389668
4.8198285,0.303151,-0.459897,0.003935,-0.055596,-2.199237,-26.320969
4.8398175,0.260055,-0.443137,0.030272,-0.031126,-2.321244,-23.700447
4.8598375,0.307939,-0.512569,0.111674,0.048609,-2.447828,-28.923004
4.8798261,0.257661,-0.483839,0.070972,0.006534,-2.524212,-25.384518
4.8998151,0.238507,-0.507781,0.042242,-0.024810,-2.687360,-25.606663
4.9198351,0.243296,-0.500598,0.032665,-0.033600,-2.632810,-25.493652
4.9398241,0.339064,-0.435955,0.102098,0.046265,-2.007760,-26.779873
4.9598131,0.358217,-0.459897,0.082944,0.026985,-2.009470,-28.568977
4.9798326,0.226536,-0.474262,0.018300,-0.047254,-2.582364,-23.495773
4.9998212,0.226536,-0.500598,0.003935,-0.063259,-2.686857,-24.699505
5.0198107,0.219354,-0.507781,0.063790,-0.004519,-2.777226,-24.689957
5.0398297,0.303151,-0.483839,0.130828,0.069149,-2.366437,-27.388779
5.0598187,0.360612,-0.445532,0.068579,0.013841,-1.934503,-28.042809
5.0798078,0.262449,-0.438349,-0.005642,-0.066390,-2.271012,-23.605461
5.0998278,0.231325,-0.522146,-0.029584,-0.097692,-2.739645,-25.953850
5.1198168,0.212171,-0.498204,0.047030,-0.021048,-2.757300,-23.889786
5.1398363,0.238507,-0.495810,0.133222,0.066564,-2.684803,-25.046040
5.1598253,0.322304,-0.459897,0.106886,0.048210,-2.176902,-27.124409
5.1798139,0.358217,-0.438349,0.025483,-0.028717,-1.890693,-27.643681
5.1998334,0.312727,-0.474262,-0.017612,-0.077332,-2.204507,-27.361332
5.2198224,0.209777,-0.526935,0.054214,-0.015805,-2.891671,-25.140701
5.2398119,0.236113,-0.517358,0.128433,0.060315,-2.780700,-25.950184
5.2598310,0.310333,-0.445532,0.106886,0.048341,-2.169090,-26.002483
5.2798200,0.291180,-0.435955,0.063790,0.004795,-2.183843,-24.776215
5.2998090,0.226536,-0.450320,-0.022401,-0.086178,-2.456570,-22.446564
5.3198290,0.252872,-0.500598,0.035060,-0.030607,-2.594224,-25.937798
5.3398180,0.255267,-0.493416,0.092521,0.027228,-2.585022,-25.714020
5.3598375,0.298362,-0.500598,0.147588,0.084453,-2.461874,-27.955318
5.3798265,0.341458,-0.474262,0.078156,0.020040,-2.135258,-28.538433
5.3998151,0.293574,-0.450320,-0.003247,-0.062755,-2.195738,-25.493652
5.4198346,0.269632,-0.479051,0.006330,-0.056747,-2.419885,-25.709049
5.4398236,0.181046,-0.479051,0.087732,0.018923,-2.817122,-21.449169
5.4598126,0.267238,-0.495810,0.106886,0.042154,-2.552603,-26.368328
5.4798326,0.312727,-0.467079,0.092521,0.032764,-2.238016,-27.041809
5.4998212,0.293574,-0.438349,-0.008036,-0.066694,-2.142988,-24.981182
5.5198102,0.243296,-0.491022,-0.022401,-0.087834,-2.563677,-25.049507
5.5398302,0.236113,-0.486233,0.094914,0.028867,-2.634842,-24.492470
5.5598192,0.283997,-0.510175,0.140405,0.075744,-2.556909,-27.784264
5.5798082,0.272026,-0.471868,0.094914,0.032083,-2.428581,-25.493652
5.5998273,0.298362,-0.459897,-0.003247,-0.063076,-2.215312,-26.116409
5.6198163,0.288785,-0.431166,0.015906,-0.042691,-2.146209,-24.470623
5.6398358,0.300756,-0.491022,0.059002,-0.002984,-2.365818,-27.614750
5.6598248,0.221748,-0.512569,0.104491,0.035879,-2.807941,-25.033455
5.6798139,0.238507,-0.517358,0.070972,0.003220,-2.741565,-26.063175
5.6998339,0.269632,-0.469474,0.032665,-0.029896,-2.394578,-25.279861
5.7198229,0.336670,-0.443137,0.042242,-0.013960,-2.011726,-26.987988
5.7398119,0.336670,-0.443137,0.066184,0.009863,-2.025732,-26.987988
5.7598310,0.236113,-0.486233,0.061396,-0.004519,-2.617302,-24.492470
5.7798204,0.221748,-0.536511,0.066184,-0.003731,-2.887473,-26.198074
5.7998090,0.238507,-0.510175,0.109280,0.041821,-2.731740,-25.720116
5.8198285,0.327093,-0.483839,0.061396,0.001702,-2.225391,-28.387005
5.8398175,0.286391,-0.440743,0.018300,-0.041137,-2.197611,-24.771042
5.8598371,0.260055,-0.479051,0.001541,-0.062141,-2.457089,-25.276623
5.8798261,0.233719,-0.495810,0.059002,-0.007662,-2.665972,-24.819614
5.8998151,0.250478,-0.505387,0.068579,0.002326,-2.641406,-26.052071
5.9198351,0.307939,-0.474262,0.085338,0.024811,-2.282953,-27.159969
5.9398241,0.295968,-0.474262,0.068579,0.007305,-2.324245,-26.649925
5.9598131,0.250478,-0.462291,0.023088,-0.040193,-2.437402,-24.091209
5.9798326,0.250478,-0.505387,0.011118,-0.054906,-2.611266,-26.052071
5.9998212,0.216959,-0.479051,0.075761,0.009085,-2.671146,-23.247910
6.0198107,0.274420,-0.459897,0.111674,0.049718,-2.378407,-25.070812
6.0398297,0.343852,-0.467079,0.082944,0.025451,-2.099614,-28.315807
6.0598187,0.298362,-0.452714,0.020695,-0.038759,-2.199308,-25.803356
6.0798078,0.274420,-0.522146,0.061396,-0.004308,-2.603558,-27.935017
6.0998278,0.238507,-0.486233,0.109280,0.043323,-2.632656,-24.605419
6.1198163,0.286391,-0.452714,0.080549,0.020007,-2.282558,-25.285305
6.1398363,0.279209,-0.464685,0.049425,-0.012259,-2.344392,-25.493652
6.1598253,0.226536,-0.464685,0.025483,-0.039465,-2.544906,-23.071045
6.1798139,0.252872,-0.493416,0.035060,-0.030152,-2.564585,-25.604050
6.1998334,0.243296,-0.507781,0.085338,0.018417,-2.689803,-25.831345
6.2198224,0.262449,-0.491022,0.075761,0.011150,-2.536543,-25.931015
6.2398119,0.343852,-0.481445,0.073367,0.014981,-2.149993,-28.955727
6.2598310,0.319910,-0.457503,0.066184,0.007691,-2.154340,-26.920650
6.2798200,0.252872,-0.476656,0.044637,-0.019533,-2.499936,-24.840118
6.2998090,0.231325,-0.481445,0.006330,-0.059351,-2.587492,-24.047661
6.3198290,0.250478,-0.471868,0.047030,-0.016988,-2.490861,-24.515263
6.3398180,0.252872,-0.471868,0.123645,0.059459,-2.522072,-24.625603
6.3598375,0.224142,-0.469474,0.082944,0.017299,-2.605426,-23.167637
6.3798265,0.255267,-0.467079,0.020695,-0.042589,-2.436958,-24.522629
6.3998151,0.288785,-0.486233,-0.005642,-0.067853,-2.361992,-26.880432
6.4198346,0.255267,-0.493416,0.049425,-0.015693,-2.562277,-25.714020
6.4398236,0.269632,-0.488627,0.152376,0.088067,-2.537560,-26.144714
6.4598126,0.272026,-0.469474,0.085338,0.022705,-2.413483,-25.386951
6.4798322,0.257661,-0.476656,-0.008036,-0.071675,-2.451753,-25.059605
6.4998212,0.274420,-0.481445,0.018300,-0.044668,-2.416278,-26.031120
6.5198102,0.286391,-0.469474,0.128433,0.066563,-2.377676,-26.021221
6.5398302,0.281603,-0.481445,0.130828,0.067852,-2.447347,-26.348751
6.5598192,0.224142,-0.493416,0.020695,-0.046255,-2.674973,-24.250744
6.5798082,0.228930,-0.467079,-0.034372,-0.099086,-2.513596,-23.291054
6.5998273,0.295968,-0.481445,0.068579,0.006839,-2.353148,-26.973289
6.6198163,0.327093,-0.471868,0.147588,0.088271,-2.226883,-27.849751
6.6398358,0.272026,-0.481445,0.097309,0.033845,-2.469152,-25.924438
6.6598248,0.226536,-0.500598,0.018300,-0.048950,-2.694342,-24.699505
6.6798139,0.209777,-0.479051,0.008723,-0.058120,-2.664737,-22.896214
6.6998339,0.262449,-0.479051,0.082944,0.019073,-2.491159,-25.385342
6.7198229,0.310333,-0.467079,0.116463,0.056430,-2.261493,-26.941250
6.7398114,0.298362,-0.469474,0.061396,0.000632,-2.290783,-26.539078
6.7598310,0.221748,-0.495810,-0.000854,-0.068018,-2.683641,-24.245827
6.7798204,0.224142,-0.488627,0.073367,0.006516,-2.682092,-24.030621
6.7998090,0.274420,-0.481445,0.104491,0.041154,-2.463061,-26.031120
6.8198285,0.274420,-0.483839,0.059002,-0.004296,-2.448273,-26.139820
6.8398175,0.255267,-0.443137,-0.003247,-0.064804,-2.321786,-23.482243
6.8598371,0.283997,-0.474262,0.049425,-0.012572,-2.363886,-26.130249
6.8798261,0.291180,-0.488627,0.123645,0.060880,-2.432196,-27.093678
6.8998151,0.272026,-0.483839,0.087732,0.024155,-2.473762,-26.033142
6.9198351,0.274420,-0.498204,-0.015219,-0.079121,-2.466552,-26.800556
6.9398241,0.238507,-0.474262,0.003935,-0.060818,-2.526466,-24.064304
